defined_class	defined_class_label	entity	entity_label
http://purl.obolibrary.org/obo/PLANP_0000499	abnormal shape of head 	http://purl.obolibrary.org/obo/PLANA_0000418	head
http://purl.obolibrary.org/obo/PLANP_0000500	abnormal shape of tail 	http://purl.obolibrary.org/obo/PLANA_0000421	tail
http://purl.obolibrary.org/obo/PLANP_0000490	abnormal shape of ventral region of the whole animal 	http://purl.obolibrary.org/obo/PLANA_0000143	ventral region of the whole animal
