defined_class	defined_class_label	entity1	entity1_label	entity2	entity2_label
http://purl.obolibrary.org/obo/PLANP_0000510	increased distance between eye and eye	http://purl.obolibrary.org/obo/PLANA_0000036	eye	http://purl.obolibrary.org/obo/PLANA_0000036	eye
