defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
http://purl.obolibrary.org/obo/PLANP_0000539	unpigmented epidermis	http://purl.obolibrary.org/obo/PLANA_0000034	epidermis
http://purl.obolibrary.org/obo/PLANP_0000520	unpigmented eye	http://purl.obolibrary.org/obo/PLANA_0000036	eye
http://purl.obolibrary.org/obo/PLANP_0000807	unpigmented head	http://purl.obolibrary.org/obo/PLANA_0000418	head
