defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
http://purl.obolibrary.org/obo/XPO_0125878	absent B cell	http://purl.obolibrary.org/obo/XAO_0003158	B cell
http://purl.obolibrary.org/obo/XPO_0126193	absent Bowman's gland	http://purl.obolibrary.org/obo/XAO_0005075	Bowman's gland
http://purl.obolibrary.org/obo/XPO_0125455	absent Brachet's cleft	http://purl.obolibrary.org/obo/XAO_0004456	Brachet's cleft
http://purl.obolibrary.org/obo/XPO_0125645	absent Eberth-Kastschenko layer	http://purl.obolibrary.org/obo/XAO_0005036	Eberth-Kastschenko layer
http://purl.obolibrary.org/obo/XPO_0126229	absent Jacobson's organ	http://purl.obolibrary.org/obo/XAO_0000272	Jacobson's organ
http://purl.obolibrary.org/obo/XPO_0126094	absent Jacobson's vein	http://purl.obolibrary.org/obo/XAO_0004257	Jacobson's vein
http://purl.obolibrary.org/obo/XPO_0125799	absent Leydig cell	http://purl.obolibrary.org/obo/XAO_0004405	Leydig cell
http://purl.obolibrary.org/obo/XPO_0131532	absent M band	http://purl.obolibrary.org/obo/XAO_0005312	M band
http://purl.obolibrary.org/obo/XPO_0125677	absent Mauthner cell	http://purl.obolibrary.org/obo/XAO_0005035	Mauthner cell
http://purl.obolibrary.org/obo/XPO_0103301	absent Meckel's cartilage	http://purl.obolibrary.org/obo/XAO_0003085	Meckel's cartilage
http://purl.obolibrary.org/obo/XPO_0125997	absent Merkel cell	http://purl.obolibrary.org/obo/XAO_0003254	Merkel cell
http://purl.obolibrary.org/obo/XPO_0124796	absent Muller cell	http://purl.obolibrary.org/obo/XAO_0005007	Muller cell
http://purl.obolibrary.org/obo/XPO_0125901	absent Mullerian duct	http://purl.obolibrary.org/obo/XAO_0000330	Mullerian duct
http://purl.obolibrary.org/obo/XPO_0125515	absent Rathke's pouch	http://purl.obolibrary.org/obo/XAO_0000430	Rathke's pouch
http://purl.obolibrary.org/obo/XPO_0126155	absent Rohon-Beard neuron	http://purl.obolibrary.org/obo/XAO_0003022	Rohon-Beard neuron
http://purl.obolibrary.org/obo/XPO_0131515	absent Roux spot	http://purl.obolibrary.org/obo/XAO_0005290	Roux spot
http://purl.obolibrary.org/obo/XPO_0126282	absent Schwann cell	http://purl.obolibrary.org/obo/XAO_0005044	Schwann cell
http://purl.obolibrary.org/obo/XPO_0126262	absent Stirnorgan	http://purl.obolibrary.org/obo/XAO_0001012	Stirnorgan
http://purl.obolibrary.org/obo/XPO_0125972	absent T cell	http://purl.obolibrary.org/obo/XAO_0003157	T cell
http://purl.obolibrary.org/obo/XPO_0125519	absent abdominal myoblast	http://purl.obolibrary.org/obo/XAO_0001016	abdominal myoblast
http://purl.obolibrary.org/obo/XPO_0125408	absent abducens nerve	http://purl.obolibrary.org/obo/XAO_0003093	abducens nerve
http://purl.obolibrary.org/obo/XPO_0126314	absent absorptive cell	http://purl.obolibrary.org/obo/XAO_0003231	absorptive cell
http://purl.obolibrary.org/obo/XPO_0125655	absent accessory nerve	http://purl.obolibrary.org/obo/XAO_0004214	accessory nerve
http://purl.obolibrary.org/obo/XPO_0124720	absent accessory olfactory bulb	http://purl.obolibrary.org/obo/XAO_0004530	accessory olfactory bulb
http://purl.obolibrary.org/obo/XPO_0124948	absent acellular anatomical structure	http://purl.obolibrary.org/obo/XAO_0003162	acellular anatomical structure
http://purl.obolibrary.org/obo/XPO_0125844	absent acellular bone tissue	http://purl.obolibrary.org/obo/XAO_0005001	acellular bone tissue
http://purl.obolibrary.org/obo/XPO_0125523	absent acid secreting cell	http://purl.obolibrary.org/obo/XAO_0003232	acid secreting cell
http://purl.obolibrary.org/obo/XPO_0126000	absent acinar cell	http://purl.obolibrary.org/obo/XAO_0003233	acinar cell
http://purl.obolibrary.org/obo/XPO_0131513	absent actin cytoskeleton	http://purl.obolibrary.org/obo/XAO_0005313	actin cytoskeleton
http://purl.obolibrary.org/obo/XPO_0131523	absent actin filament	http://purl.obolibrary.org/obo/XAO_0005319	actin filament
http://purl.obolibrary.org/obo/XPO_0125244	absent adenohypophyseal placode	http://purl.obolibrary.org/obo/XAO_0004208	adenohypophyseal placode
http://purl.obolibrary.org/obo/XPO_0125415	absent adenohypophysis	http://purl.obolibrary.org/obo/XAO_0005186	adenohypophysis
http://purl.obolibrary.org/obo/XPO_0131512	absent adherens junction	http://purl.obolibrary.org/obo/XAO_0005296	adherens junction
http://purl.obolibrary.org/obo/XPO_0125358	absent adipose tissue	http://purl.obolibrary.org/obo/XAO_0003049	adipose tissue
http://purl.obolibrary.org/obo/XPO_0126275	absent adrenal cortex	http://purl.obolibrary.org/obo/XAO_0000165	adrenal cortex
http://purl.obolibrary.org/obo/XPO_0125656	absent adrenal gland	http://purl.obolibrary.org/obo/XAO_0000164	adrenal gland
http://purl.obolibrary.org/obo/XPO_0126063	absent adrenal medulla	http://purl.obolibrary.org/obo/XAO_0000166	adrenal medulla
