defined_class	defined_class_label	biological_process	biological_process_label	location	location_label
http://purl.obolibrary.org/obo/XPO_0137162	decreased apoptosis in B cell	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0003158	B cell
http://purl.obolibrary.org/obo/XPO_0137943	decreased apoptosis in Bowman's gland	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0005075	Bowman's gland
http://purl.obolibrary.org/obo/XPO_0137712	decreased apoptosis in Brachet's cleft	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0004456	Brachet's cleft
http://purl.obolibrary.org/obo/XPO_0137904	decreased apoptosis in Eberth-Kastschenko layer	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0005036	Eberth-Kastschenko layer
http://purl.obolibrary.org/obo/XPO_0136852	decreased apoptosis in Jacobson's organ	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0000272	Jacobson's organ
http://purl.obolibrary.org/obo/XPO_0137522	decreased apoptosis in Jacobson's vein	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0004257	Jacobson's vein
http://purl.obolibrary.org/obo/XPO_0137661	decreased apoptosis in Leydig cell	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0004405	Leydig cell
http://purl.obolibrary.org/obo/XPO_0137903	decreased apoptosis in Mauthner cell	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0005035	Mauthner cell
http://purl.obolibrary.org/obo/XPO_0137092	decreased apoptosis in Meckel's cartilage	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0003085	Meckel's cartilage
http://purl.obolibrary.org/obo/XPO_0137250	decreased apoptosis in Merkel cell	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0003254	Merkel cell
http://purl.obolibrary.org/obo/XPO_0137875	decreased apoptosis in Muller cell	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0005007	Muller cell
http://purl.obolibrary.org/obo/XPO_0136889	decreased apoptosis in Mullerian duct	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0000330	Mullerian duct
http://purl.obolibrary.org/obo/XPO_0136974	decreased apoptosis in Rathke's pouch	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0000430	Rathke's pouch
http://purl.obolibrary.org/obo/XPO_0137042	decreased apoptosis in Rohon-Beard neuron	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0003022	Rohon-Beard neuron
http://purl.obolibrary.org/obo/XPO_0137912	decreased apoptosis in Schwann cell	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0005044	Schwann cell
http://purl.obolibrary.org/obo/XPO_0137011	decreased apoptosis in Stirnorgan	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0001012	Stirnorgan
http://purl.obolibrary.org/obo/XPO_0137161	decreased apoptosis in T cell	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0003157	T cell
http://purl.obolibrary.org/obo/XPO_0137015	decreased apoptosis in abdominal myoblast	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0001016	abdominal myoblast
http://purl.obolibrary.org/obo/XPO_0137099	decreased apoptosis in abducens nerve	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0003093	abducens nerve
http://purl.obolibrary.org/obo/XPO_0137228	decreased apoptosis in absorptive cell	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0003231	absorptive cell
http://purl.obolibrary.org/obo/XPO_0137479	decreased apoptosis in accessory nerve	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0004214	accessory nerve
http://purl.obolibrary.org/obo/XPO_0137783	decreased apoptosis in accessory olfactory bulb	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0004530	accessory olfactory bulb
http://purl.obolibrary.org/obo/XPO_0137166	decreased apoptosis in acellular anatomical structure	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0003162	acellular anatomical structure
http://purl.obolibrary.org/obo/XPO_0137871	decreased apoptosis in acellular bone tissue	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/XAO_0005001	acellular bone tissue
