defined_class	defined_class_label	anatomical_entity	anatomical_entity_label	location	location_label
http://purl.obolibrary.org/obo/XPO_0103679	malformed tarsus in regenerating hindlimb	http://purl.obolibrary.org/obo/XAO_0003211	tarsus	http://purl.obolibrary.org/obo/XAO_0004107	regenerating hindlimb
