defined_class	defined_class_label	cellular_component	cellular_component_label
http://purl.obolibrary.org/obo/WBPhenotype_0001636	excess intestinal cells	http://purl.obolibrary.org/obo/WBbt_0005792	intestinal cell
http://purl.obolibrary.org/obo/WBPhenotype_0001635	excess pharyngeal cells	http://purl.obolibrary.org/obo/WBbt_0005460	pharyngeal cell
http://purl.obolibrary.org/obo/WBPhenotype_0000715	muscle excess	http://purl.obolibrary.org/obo/WBbt_0003675	muscle cell
http://purl.obolibrary.org/obo/WBPhenotype_0000385	sperm excess	http://purl.obolibrary.org/obo/WBbt_0006798	sperm
