defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/WBPhenotype_0000363	cell division slow	http://purl.obolibrary.org/obo/GO_0051301	cell division
http://purl.obolibrary.org/obo/WBPhenotype_0001330	egg laying event infrequent	http://purl.obolibrary.org/obo/GO_0018991	oviposition
http://purl.obolibrary.org/obo/WBPhenotype_0000238	foraging reduced	http://purl.obolibrary.org/obo/GO_0060756	foraging behavior
http://purl.obolibrary.org/obo/WBPhenotype_0001242	intraflagellar transport slow	http://purl.obolibrary.org/obo/GO_0042073	intraciliary transport
http://purl.obolibrary.org/obo/WBPhenotype_0000019	pharyngeal pumping reduced	http://purl.obolibrary.org/obo/GO_0043050	pharyngeal pumping
http://purl.obolibrary.org/obo/WBPhenotype_0000277	rhythm slow	http://purl.obolibrary.org/obo/GO_0048511	rhythmic process
http://purl.obolibrary.org/obo/WBPhenotype_0000674	slow development	http://purl.obolibrary.org/obo/GO_0032502	developmental process
http://purl.obolibrary.org/obo/WBPhenotype_0000042	slow embryonic development	http://purl.obolibrary.org/obo/GO_0009790	embryo development
http://purl.obolibrary.org/obo/WBPhenotype_0000031	slow growth	http://purl.obolibrary.org/obo/GO_0040007	growth
http://purl.obolibrary.org/obo/WBPhenotype_0000646	sluggish	http://purl.obolibrary.org/obo/GO_0040011	locomotion
