defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/MP_0000233	abnormal blood flow velocity	http://purl.obolibrary.org/obo/GO_0008015	blood circulation
http://purl.obolibrary.org/obo/MP_0005556	abnormal renal filtration rate	http://purl.obolibrary.org/obo/GO_0097205	renal filtration
http://purl.obolibrary.org/obo/MP_0002847	abnormal renal glomerular filtration rate	http://purl.obolibrary.org/obo/GO_0003094	glomerular filtration
