defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
http://purl.obolibrary.org/obo/MP_0013598	Leydig cell hypertrophy	http://purl.obolibrary.org/obo/CL_0000178	Leydig cell
http://purl.obolibrary.org/obo/MP_0009981	abnormal cerebellum emboliform nucleus morphology	http://purl.obolibrary.org/obo/UBERON_0000165	mouth
http://purl.obolibrary.org/obo/MP_0000017	big ears	http://purl.obolibrary.org/obo/UBERON_0001691	external ear
http://purl.obolibrary.org/obo/MP_0000602	dilated liver sinusoidal space	http://purl.obolibrary.org/obo/UBERON_0006729	liver perisinusoidal space
http://purl.obolibrary.org/obo/MP_0013446	enlarged Harderian gland	http://purl.obolibrary.org/obo/UBERON_0004187	Harderian gland
http://purl.obolibrary.org/obo/MP_0030372	enlarged Meckel's cartilage	http://purl.obolibrary.org/obo/UBERON_0003107	Meckel's cartilage
http://purl.obolibrary.org/obo/MP_0013386	enlarged Meibomian gland	http://purl.obolibrary.org/obo/UBERON_0001818	tarsal gland
http://purl.obolibrary.org/obo/MP_0008136	enlarged Peyer's patches	http://purl.obolibrary.org/obo/UBERON_0001211	Peyer's patch
http://purl.obolibrary.org/obo/MP_0008366	enlarged adenohypophysis	http://purl.obolibrary.org/obo/UBERON_0002196	adenohypophysis
http://purl.obolibrary.org/obo/MP_0020145	enlarged adrenal gland x-zone	http://purl.obolibrary.org/obo/UBERON_0009024	adrenal gland X zone
http://purl.obolibrary.org/obo/MP_0000642	enlarged adrenal glands	http://purl.obolibrary.org/obo/UBERON_0002369	adrenal gland
http://purl.obolibrary.org/obo/MP_0008300	enlarged adrenal medulla	http://purl.obolibrary.org/obo/UBERON_0001236	adrenal medulla
http://purl.obolibrary.org/obo/MP_0000646	enlarged adrenocortical cells	http://purl.obolibrary.org/obo/CL_0002097	cortical cell of adrenal gland
http://purl.obolibrary.org/obo/MP_0004556	enlarged allantois	http://purl.obolibrary.org/obo/UBERON_0004340	allantois
http://purl.obolibrary.org/obo/MP_0010815	enlarged alveolar lamellar bodies	http://purl.obolibrary.org/obo/GO_0097208	alveolar lamellar body
http://purl.obolibrary.org/obo/MP_0010591	enlarged aortic valve	http://purl.obolibrary.org/obo/UBERON_0002137	aortic valve
http://purl.obolibrary.org/obo/MP_0009631	enlarged axillary lymph nodes	http://purl.obolibrary.org/obo/UBERON_0001097	axillary lymph node
http://purl.obolibrary.org/obo/MP_0011380	enlarged brain ventricles	http://purl.obolibrary.org/obo/UBERON_0004086	brain ventricle
http://purl.obolibrary.org/obo/MP_0009249	enlarged caput epididymis	http://purl.obolibrary.org/obo/UBERON_0004358	caput epididymis
http://purl.obolibrary.org/obo/MP_0031209	enlarged cauda epididymis	http://purl.obolibrary.org/obo/UBERON_0004360	cauda epididymis
http://purl.obolibrary.org/obo/MP_0013612	enlarged caudal vertebrae	http://purl.obolibrary.org/obo/UBERON_0001095	caudal vertebra
http://purl.obolibrary.org/obo/MP_0009476	enlarged cecum	http://purl.obolibrary.org/obo/UBERON_0001153	caecum
http://purl.obolibrary.org/obo/MP_0005047	enlarged celiac lymph nodes	http://purl.obolibrary.org/obo/UBERON_0002508	celiac lymph node
http://purl.obolibrary.org/obo/MP_0008914	enlarged cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	cerebellum
http://purl.obolibrary.org/obo/MP_0031442	enlarged cerebral aqueduct	http://purl.obolibrary.org/obo/UBERON_0002289	midbrain cerebral aqueduct
http://purl.obolibrary.org/obo/MP_0008542	enlarged cervical lymph nodes	http://purl.obolibrary.org/obo/UBERON_0002429	cervical lymph node
http://purl.obolibrary.org/obo/MP_0001267	enlarged chest	http://purl.obolibrary.org/obo/UBERON_0001443	chest
http://purl.obolibrary.org/obo/MP_0003529	enlarged clitoris	http://purl.obolibrary.org/obo/UBERON_0002411	clitoris
http://purl.obolibrary.org/obo/MP_0009595	enlarged corneocyte envelope	http://purl.obolibrary.org/obo/GO_0001533	cornified envelope
http://purl.obolibrary.org/obo/MP_0009256	enlarged corpus epididymis	http://purl.obolibrary.org/obo/UBERON_0004359	corpus epididymis
http://purl.obolibrary.org/obo/MP_0000439	enlarged cranium	http://purl.obolibrary.org/obo/UBERON_0003128	cranium
http://purl.obolibrary.org/obo/MP_0008490	enlarged dorsal root ganglion	http://purl.obolibrary.org/obo/UBERON_0000044	dorsal root ganglion
http://purl.obolibrary.org/obo/MP_0011882	enlarged duodenum	http://purl.obolibrary.org/obo/UBERON_0002114	duodenum
http://purl.obolibrary.org/obo/MP_0009251	enlarged endometrial glands	http://purl.obolibrary.org/obo/UBERON_0002451	endometrial gland
http://purl.obolibrary.org/obo/MP_0004931	enlarged epididymis	http://purl.obolibrary.org/obo/UBERON_0001301	epididymis
http://purl.obolibrary.org/obo/MP_0030893	enlarged epiglottis	http://purl.obolibrary.org/obo/UBERON_0000388	epiglottis
http://purl.obolibrary.org/obo/MP_0004545	enlarged esophagus	http://purl.obolibrary.org/obo/UBERON_0001043	esophagus
http://purl.obolibrary.org/obo/MP_0009200	enlarged external male genitalia	http://purl.obolibrary.org/obo/UBERON_0004053	external male genitalia
http://purl.obolibrary.org/obo/MP_0009829	enlarged eye anterior chamber	http://purl.obolibrary.org/obo/UBERON_0001766	anterior chamber of eyeball
http://purl.obolibrary.org/obo/MP_0006343	enlarged first pharyngeal arch	http://purl.obolibrary.org/obo/UBERON_0004362	pharyngeal arch 1
http://purl.obolibrary.org/obo/MP_0012675	enlarged floor plate	http://purl.obolibrary.org/obo/UBERON_0003079	floor plate
http://purl.obolibrary.org/obo/MP_0001151	enlarged foreskin	http://purl.obolibrary.org/obo/UBERON_0001471	skin of prepuce of penis
http://purl.obolibrary.org/obo/MP_0008534	enlarged fourth ventricle	http://purl.obolibrary.org/obo/UBERON_0002422	fourth ventricle
http://purl.obolibrary.org/obo/MP_0004375	enlarged frontal bone	http://purl.obolibrary.org/obo/UBERON_0000209	tetrapod frontal bone
http://purl.obolibrary.org/obo/MP_0009342	enlarged gallbladder	http://purl.obolibrary.org/obo/UBERON_0002110	gallbladder
http://purl.obolibrary.org/obo/MP_0008383	enlarged gonial bone	http://purl.obolibrary.org/obo/UBERON_0003966	gonial bone
http://purl.obolibrary.org/obo/MP_0000381	enlarged hair follicles	http://purl.obolibrary.org/obo/UBERON_0002073	hair follicle
http://purl.obolibrary.org/obo/MP_0000274	enlarged heart	http://purl.obolibrary.org/obo/UBERON_0000948	heart
http://purl.obolibrary.org/obo/MP_0008282	enlarged hippocampus	http://purl.obolibrary.org/obo/UBERON_0002421	hippocampal formation
http://purl.obolibrary.org/obo/MP_0009483	enlarged ileum	http://purl.obolibrary.org/obo/UBERON_0002116	ileum
http://purl.obolibrary.org/obo/MP_0011571	enlarged inferior vena cava valve	http://purl.obolibrary.org/obo/UBERON_0005485	valve of inferior vena cava
http://purl.obolibrary.org/obo/MP_0009623	enlarged inguinal lymph nodes	http://purl.obolibrary.org/obo/UBERON_0001542	inguinal lymph node
http://purl.obolibrary.org/obo/MP_0004386	enlarged interparietal bone	http://purl.obolibrary.org/obo/UBERON_0002229	interparietal bone
http://purl.obolibrary.org/obo/MP_0003068	enlarged kidney	http://purl.obolibrary.org/obo/UBERON_0002113	kidney
http://purl.obolibrary.org/obo/MP_0003512	enlarged labia	http://purl.obolibrary.org/obo/UBERON_0004084	genital labium
http://purl.obolibrary.org/obo/MP_0003517	enlarged labia majora	http://purl.obolibrary.org/obo/UBERON_0004085	labium majora
http://purl.obolibrary.org/obo/MP_0003522	enlarged labia minora	http://purl.obolibrary.org/obo/UBERON_0004014	labium minora
http://purl.obolibrary.org/obo/MP_0013453	enlarged lacrimal gland	http://purl.obolibrary.org/obo/UBERON_0001817	lacrimal gland
http://purl.obolibrary.org/obo/MP_0008535	enlarged lateral ventricles	http://purl.obolibrary.org/obo/UBERON_0002285	telencephalic ventricle
http://purl.obolibrary.org/obo/MP_0001305	enlarged lens	http://purl.obolibrary.org/obo/UBERON_0000965	lens of camera-type eye
http://purl.obolibrary.org/obo/MP_0000599	enlarged liver	http://purl.obolibrary.org/obo/UBERON_0002107	liver
http://purl.obolibrary.org/obo/MP_0004707	enlarged lumbar vertebrae	http://purl.obolibrary.org/obo/UBERON_0002414	lumbar vertebra
http://purl.obolibrary.org/obo/MP_0004882	enlarged lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung
http://purl.obolibrary.org/obo/MP_0000702	enlarged lymph nodes	http://purl.obolibrary.org/obo/UBERON_0000029	lymph node
http://purl.obolibrary.org/obo/MP_0010200	enlarged lymphatic vessel	http://purl.obolibrary.org/obo/UBERON_0001473	lymphatic vessel
http://purl.obolibrary.org/obo/MP_0030348	enlarged mandibular prominence	http://purl.obolibrary.org/obo/UBERON_0005867	mandibular prominence
http://purl.obolibrary.org/obo/MP_0030345	enlarged maxillary prominence	http://purl.obolibrary.org/obo/UBERON_0005868	maxillary prominence
http://purl.obolibrary.org/obo/MP_0030318	enlarged maxillary zygomatic process	http://purl.obolibrary.org/obo/UBERON_0016477	zygomatic process of maxilla
http://purl.obolibrary.org/obo/MP_0030917	enlarged melanosome	http://purl.obolibrary.org/obo/GO_0042470	melanosome
http://purl.obolibrary.org/obo/MP_0008466	enlarged mesenteric lymph nodes	http://purl.obolibrary.org/obo/UBERON_0002509	mesenteric lymph node
http://purl.obolibrary.org/obo/MP_0010618	enlarged mitral valve	http://purl.obolibrary.org/obo/UBERON_0002135	mitral valve
http://purl.obolibrary.org/obo/MP_0004474	enlarged nasal bone	http://purl.obolibrary.org/obo/UBERON_0001681	nasal bone
http://purl.obolibrary.org/obo/MP_0030316	enlarged neurocranium	http://purl.obolibrary.org/obo/UBERON_0001703	neurocranium
http://purl.obolibrary.org/obo/MP_0030287	enlarged occipital bone	http://purl.obolibrary.org/obo/UBERON_0001676	occipital bone
http://purl.obolibrary.org/obo/MP_0010058	enlarged olfactory bulb	http://purl.obolibrary.org/obo/UBERON_0002264	olfactory bulb
http://purl.obolibrary.org/obo/MP_0008529	enlarged optic nerve	http://purl.obolibrary.org/obo/UBERON_0000941	cranial nerve II
http://purl.obolibrary.org/obo/MP_0003143	enlarged otoliths	http://purl.obolibrary.org/obo/UBERON_0002280	otolith
http://purl.obolibrary.org/obo/MP_0004832	enlarged ovary	http://purl.obolibrary.org/obo/UBERON_0000992	ovary
http://purl.obolibrary.org/obo/MP_0009068	enlarged oviduct	http://purl.obolibrary.org/obo/UBERON_0003889	fallopian tube
http://purl.obolibrary.org/obo/MP_0003450	enlarged pancreas	http://purl.obolibrary.org/obo/UBERON_0001264	pancreas
http://purl.obolibrary.org/obo/MP_0009171	enlarged pancreatic islets	http://purl.obolibrary.org/obo/UBERON_0000006	islet of Langerhans
http://purl.obolibrary.org/obo/MP_0003112	enlarged parathyroid gland	http://purl.obolibrary.org/obo/UBERON_0001132	parathyroid gland
http://purl.obolibrary.org/obo/MP_0013864	enlarged paraumbilical vein	http://purl.obolibrary.org/obo/UBERON_0035655	paraumbilical vein
http://purl.obolibrary.org/obo/MP_0004421	enlarged parietal bone	http://purl.obolibrary.org/obo/UBERON_0000210	tetrapod parietal bone
http://purl.obolibrary.org/obo/MP_0000291	enlarged pericardium	http://purl.obolibrary.org/obo/UBERON_0002407	pericardium
http://purl.obolibrary.org/obo/MP_0030312	enlarged pharyngeal arch	http://purl.obolibrary.org/obo/UBERON_0002539	pharyngeal arch
http://purl.obolibrary.org/obo/MP_0013364	enlarged pineal gland	http://purl.obolibrary.org/obo/UBERON_0001905	pineal body
http://purl.obolibrary.org/obo/MP_0000636	enlarged pituitary gland	http://purl.obolibrary.org/obo/UBERON_0000007	pituitary gland
http://purl.obolibrary.org/obo/MP_0008370	enlarged pituitary intermediate lobe	http://purl.obolibrary.org/obo/UBERON_0002432	pars intermedia of adenohypophysis
http://purl.obolibrary.org/obo/MP_0004260	enlarged placenta	http://purl.obolibrary.org/obo/UBERON_0001987	placenta
http://purl.obolibrary.org/obo/MP_0009635	enlarged popliteal lymph nodes	http://purl.obolibrary.org/obo/UBERON_0001543	popliteal lymph node
http://purl.obolibrary.org/obo/MP_0004958	enlarged prostate gland	http://purl.obolibrary.org/obo/UBERON_0002367	prostate gland
http://purl.obolibrary.org/obo/MP_0009738	enlarged prostate gland anterior lobe	http://purl.obolibrary.org/obo/UBERON_0008807	coagulating gland
