defined_class	defined_class_label	location	location_label	role	role_label
http://purl.obolibrary.org/obo/MP_0014458	increased urine hormone level	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_24621	hormone
