defined_class	defined_class_label	anatomical_entity	anatomical_entity_label	location	location_label
http://purl.obolibrary.org/obo/MP_0008203	absent B-1a cells	http://purl.obolibrary.org/obo/CL_0000820	B-1a B cell	http://purl.obolibrary.org/obo/UBERON_0002405	immune system
http://purl.obolibrary.org/obo/MP_0008204	absent B-1b cells	http://purl.obolibrary.org/obo/CL_0000821	B-1b B cell	http://purl.obolibrary.org/obo/UBERON_0002405	immune system
http://purl.obolibrary.org/obo/MP_0008205	absent B-2 B cells	http://purl.obolibrary.org/obo/CL_0000822	B-2 B cell	http://purl.obolibrary.org/obo/UBERON_0002405	immune system
http://purl.obolibrary.org/obo/MP_0003790	absent CD4-positive, alpha-beta T cells	http://purl.obolibrary.org/obo/CL_0000624	CD4-positive, alpha-beta T cell	http://purl.obolibrary.org/obo/UBERON_0000178	blood
http://purl.obolibrary.org/obo/MP_0000344	absent Cajal-Retzius cell	http://purl.obolibrary.org/obo/CL_0000695	Cajal-Retzius cell	http://purl.obolibrary.org/obo/UBERON_0010403	brain marginal zone
http://purl.obolibrary.org/obo/MP_0004590	absent Deiters cells	http://purl.obolibrary.org/obo/CL_0000635	Deiter's cell	http://purl.obolibrary.org/obo/UBERON_0002227	spiral organ of cochlea
http://purl.obolibrary.org/obo/MP_0006236	absent Meibomian glands	http://purl.obolibrary.org/obo/UBERON_0001818	tarsal gland	http://purl.obolibrary.org/obo/UBERON_0001711	eyelid
http://purl.obolibrary.org/obo/MP_0008046	absent NK cells	http://purl.obolibrary.org/obo/CL_0000623	natural killer cell	http://purl.obolibrary.org/obo/UBERON_0002405	immune system
http://purl.obolibrary.org/obo/MP_0014076	absent Paneth cells	http://purl.obolibrary.org/obo/CL_0000510	paneth cell	http://purl.obolibrary.org/obo/UBERON_0001241	crypt of Lieberkuhn of small intestine
http://purl.obolibrary.org/obo/MP_0002831	absent Peyer's patches	http://purl.obolibrary.org/obo/UBERON_0001211	Peyer's patch	http://purl.obolibrary.org/obo/UBERON_0000160	intestine
http://purl.obolibrary.org/obo/MP_0006022	absent Reissner membrane	http://purl.obolibrary.org/obo/UBERON_0002281	vestibular membrane of cochlear duct	http://purl.obolibrary.org/obo/UBERON_0001855	cochlear duct of membranous labyrinth
http://purl.obolibrary.org/obo/MP_0004307	absent Rosenthal canal	http://purl.obolibrary.org/obo/UBERON_0006495	osseus cochlear canal	http://purl.obolibrary.org/obo/UBERON_0007223	osseus cochlea
http://purl.obolibrary.org/obo/MP_0001108	absent Schwann cells	http://purl.obolibrary.org/obo/CL_0000218	myelinating Schwann cell	http://purl.obolibrary.org/obo/UBERON_0000010	peripheral nervous system
http://purl.obolibrary.org/obo/MP_0008505	absent adrenal chromaffin cells	http://purl.obolibrary.org/obo/CL_0000166	chromaffin cell	http://purl.obolibrary.org/obo/UBERON_0002369	adrenal gland
http://purl.obolibrary.org/obo/MP_0005313	absent adrenal gland	http://purl.obolibrary.org/obo/UBERON_0002369	adrenal gland	http://purl.obolibrary.org/obo/UBERON_0002113	kidney
http://purl.obolibrary.org/obo/MP_0000643	absent adrenal medulla	http://purl.obolibrary.org/obo/CL_0000336	adrenal medulla chromaffin cell	http://purl.obolibrary.org/obo/UBERON_0002369	adrenal gland
http://purl.obolibrary.org/obo/MP_0000645	absent adrenergic chromaffin cells	http://purl.obolibrary.org/obo/CL_0002082	type II cell of adrenal medulla	http://purl.obolibrary.org/obo/UBERON_0002369	adrenal gland
http://purl.obolibrary.org/obo/MP_0006095	absent amacrine cells	http://purl.obolibrary.org/obo/CL_0000561	amacrine cell	http://purl.obolibrary.org/obo/UBERON_0001016	nervous system
http://purl.obolibrary.org/obo/MP_0001677	absent apical ectodermal ridge	http://purl.obolibrary.org/obo/UBERON_0004356	apical ectodermal ridge	http://purl.obolibrary.org/obo/UBERON_0004347	limb bud
http://purl.obolibrary.org/obo/MP_0004541	absent auditory tube	http://purl.obolibrary.org/obo/UBERON_0002393	pharyngotympanic tube	http://purl.obolibrary.org/obo/UBERON_0001756	middle ear
http://purl.obolibrary.org/obo/MP_0000862	absent barrels in primary somatosensory cortex	http://purl.obolibrary.org/obo/UBERON_0010415	barrel cortex	http://purl.obolibrary.org/obo/UBERON_0008933	primary somatosensory cortex
http://purl.obolibrary.org/obo/MP_0012677	absent brain ventricles	http://purl.obolibrary.org/obo/UBERON_0004086	brain ventricle	http://purl.obolibrary.org/obo/UBERON_0003947	brain ventricle/choroid plexus
http://purl.obolibrary.org/obo/MP_0006268	absent cardiac desmosomes	http://purl.obolibrary.org/obo/GO_0030057	desmosome	http://purl.obolibrary.org/obo/CL_0000746	cardiac muscle cell
http://purl.obolibrary.org/obo/MP_0000555	absent carpal bone	http://purl.obolibrary.org/obo/UBERON_0001435	carpal bone	http://purl.obolibrary.org/obo/UBERON_0002101	limb
http://purl.obolibrary.org/obo/MP_0002898	absent cartilage	http://purl.obolibrary.org/obo/UBERON_0002418	cartilage tissue	http://purl.obolibrary.org/obo/UBERON_0001434	skeletal system
http://purl.obolibrary.org/obo/MP_0000888	absent cerebellar granule layer	http://purl.obolibrary.org/obo/UBERON_0002956	granular layer of cerebellar cortex	http://purl.obolibrary.org/obo/UBERON_0002129	cerebellar cortex
http://purl.obolibrary.org/obo/MP_0000850	absent cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	cerebellum	http://purl.obolibrary.org/obo/UBERON_0001895	metencephalon
http://purl.obolibrary.org/obo/MP_0000865	absent cerebellum vermis	http://purl.obolibrary.org/obo/UBERON_0004720	cerebellar vermis	http://purl.obolibrary.org/obo/UBERON_0002129	cerebellar cortex
http://purl.obolibrary.org/obo/MP_0000871	absent cerebellum vermis lobule IX	http://purl.obolibrary.org/obo/UBERON_0004078	cerebellum vermis lobule IX	http://purl.obolibrary.org/obo/UBERON_0004720	cerebellar vermis
http://purl.obolibrary.org/obo/MP_0000870	absent cerebellum vermis lobule VIII	http://purl.obolibrary.org/obo/UBERON_0004082	cerebellum vermis lobule VIII	http://purl.obolibrary.org/obo/UBERON_0004720	cerebellar vermis
