defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
http://purl.obolibrary.org/obo/MP_0003849	greasy coat	http://purl.obolibrary.org/obo/UBERON_0001037	strand of hair
http://purl.obolibrary.org/obo/MP_0001197	oily skin	http://purl.obolibrary.org/obo/UBERON_0000014	zone of skin
