defined_class	defined_class_label	cellular_component	cellular_component_label
http://purl.obolibrary.org/obo/MP_0005405	axon degeneration	http://purl.obolibrary.org/obo/GO_0030424	axon
http://purl.obolibrary.org/obo/MP_0008580	photoreceptor inner segment degeneration	http://purl.obolibrary.org/obo/GO_0001917	photoreceptor inner segment
http://purl.obolibrary.org/obo/MP_0008584	photoreceptor outer segment degeneration	http://purl.obolibrary.org/obo/GO_0001750	photoreceptor outer segment
