defined_class	defined_class_label	location	location_label	role	role_label
http://purl.obolibrary.org/obo/HP_0030349	Decreased circulating androgen level	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_50113	androgen
