defined_class	defined_class_label	cellular_component	cellular_component_label
http://purl.obolibrary.org/obo/HP_0002398	Degeneration of anterior horn cells	http://purl.obolibrary.org/obo/CL_0000100	motor neuron
http://purl.obolibrary.org/obo/HP_0025030	Enteric neuronal degeneration	http://purl.obolibrary.org/obo/CL_0007011	enteric neuron
