defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/FYPO_0006548	increased gene expression	http://purl.obolibrary.org/obo/GO_0010467	gene expression
http://purl.obolibrary.org/obo/FYPO_0007667	increased protein localization to shmoo tip	http://purl.obolibrary.org/obo/GO_1903260	protein localization to mating projection tip
