defined_class	defined_class_label	entity	entity_label	shape	shape_label
http://purl.obolibrary.org/obo/FYPO_0001126	abnormal cell shape	http://purl.obolibrary.org/obo/CL_0000521	fungal cell	http://purl.obolibrary.org/obo/PATO_0000052	shape
http://purl.obolibrary.org/obo/FYPO_0002467	abnormal spore shape	http://purl.obolibrary.org/obo/CL_0000596	sexual spore	http://purl.obolibrary.org/obo/PATO_0000052	shape
