defined_class	defined_class_label	chemical_entity	chemical_entity_label
http://purl.obolibrary.org/obo/DDPHENO_0001235	decreased ATP level	http://purl.obolibrary.org/obo/CHEBI_15422	ATP
http://purl.obolibrary.org/obo/DDPHENO_0001378	decreased ammonia level	http://purl.obolibrary.org/obo/CHEBI_16134	ammonia
http://purl.obolibrary.org/obo/DDPHENO_0000428	decreased fatty acid level	http://purl.obolibrary.org/obo/CHEBI_35366	fatty acid
http://purl.obolibrary.org/obo/DDPHENO_0001242	decreased protein level	http://purl.obolibrary.org/obo/CHEBI_36080	protein
