defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/DDPHENO_0000431	mitotic G1 phase arrest	http://purl.obolibrary.org/obo/GO_0000080	mitotic G1 phase
http://purl.obolibrary.org/obo/DDPHENO_0000717	mitotic M phase arrest	http://purl.obolibrary.org/obo/GO_0000087	mitotic M phase
