defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/PHIPO_0000288	decreased cellular pigment accumulation	http://purl.obolibrary.org/obo/GO_0043482	cellular pigment accumulation
http://purl.obolibrary.org/obo/PHIPO_0000962	decreased filamentous growth on host surface	http://purl.obolibrary.org/obo/GO_0030447	filamentous growth
http://purl.obolibrary.org/obo/PHIPO_0000101	decreased motility	http://purl.obolibrary.org/obo/GO_0048870	cell motility
