defined_class	defined_class_name	bearer	defined_class_definition
http://purl.obolibrary.org/obo/UPHENO_0001001	phenotypic effect	owl:Thing	An observable or measurable characteristic of an organism, whether normal or abnormal, resulting from genotype-environment interaction.
