defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
http://purl.obolibrary.org/obo/ZP_0014160	CaP motoneuron amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron
http://purl.obolibrary.org/obo/ZP_0104421	Mauthner neuron amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0009149	Mauthner neuron
http://purl.obolibrary.org/obo/ZP_0100161	Muller cell amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0009280	Muller cell
http://purl.obolibrary.org/obo/ZP_0100036	Rohon-Beard neuron amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0009150	Rohon-Beard neuron
http://purl.obolibrary.org/obo/ZP_0022061	T interneuron amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0005815	T interneuron
http://purl.obolibrary.org/obo/ZP_0016151	adrenocorticotropic hormone secreting cell amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0009216	adrenocorticotropic hormone secreting cell
http://purl.obolibrary.org/obo/ZP_0100323	amacrine cell amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0009255	amacrine cell
http://purl.obolibrary.org/obo/ZP_0103522	angiogenic sprout amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0005604	angiogenic sprout
http://purl.obolibrary.org/obo/ZP_0013205	axial blood vessel amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0005295	axial blood vessel
http://purl.obolibrary.org/obo/ZP_0015488	blastomere amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0000093	blastomere
http://purl.obolibrary.org/obo/ZP_0100509	blood cell amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0009044	blood cell
http://purl.obolibrary.org/obo/ZP_0100041	cardiac muscle cell amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0009316	cardiac muscle cell
http://purl.obolibrary.org/obo/ZP_0100688	chondrocyte amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0009084	chondrocyte
http://purl.obolibrary.org/obo/ZP_0014613	dopaminergic neuron amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0009301	dopaminergic neuron
http://purl.obolibrary.org/obo/ZP_0013672	dorsal root ganglion amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0000200	dorsal root ganglion
http://purl.obolibrary.org/obo/ZP_0013399	endodermal cell amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0009139	endodermal cell
http://purl.obolibrary.org/obo/ZP_0013175	endothelial cell amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0009065	endothelial cell
http://purl.obolibrary.org/obo/ZP_0100747	enteric neuron amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0005775	enteric neuron
http://purl.obolibrary.org/obo/ZP_0101571	erythroid lineage cell amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0009325	erythroid lineage cell
http://purl.obolibrary.org/obo/ZP_0100003	forerunner cell group amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0000023	forerunner cell group
