defined_class	defined_class_label	entity	entity_label
http://purl.obolibrary.org/obo/ZP_0011604	ceratohyal cartilage shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001400	ceratohyal cartilage
http://purl.obolibrary.org/obo/ZP_0020696	cerebellum shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000100	cerebellum
http://purl.obolibrary.org/obo/ZP_0012551	chondrocranium shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001424	chondrocranium
http://purl.obolibrary.org/obo/ZP_0007208	chondrocyte shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0009084	chondrocyte
http://purl.obolibrary.org/obo/ZP_0020271	choroid plexus fourth ventricle shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001446	choroid plexus fourth ventricle
http://purl.obolibrary.org/obo/ZP_0005266	cranial cartilage shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001458	cranial cartilage
http://purl.obolibrary.org/obo/ZP_0012500	cranial nerve II shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000435	cranial nerve II
http://purl.obolibrary.org/obo/ZP_0102890	cranial nerve VII shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000664	cranial nerve VII
http://purl.obolibrary.org/obo/ZP_0000551	cranium shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000737	cranium
http://purl.obolibrary.org/obo/ZP_0000496	dentary shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000191	dentary
http://purl.obolibrary.org/obo/ZP_0016294	dorsal hyoid arch shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001401	dorsal hyoid arch
http://purl.obolibrary.org/obo/ZP_0008791	dorsal longitudinal anastomotic vessel shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0005025	dorsal longitudinal anastomotic vessel
http://purl.obolibrary.org/obo/ZP_0004130	endoderm shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000017	endoderm
http://purl.obolibrary.org/obo/ZP_0004700	epidermal cell shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0009183	epidermal cell
http://purl.obolibrary.org/obo/ZP_0005159	ethmoid cartilage shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001405	ethmoid cartilage
http://purl.obolibrary.org/obo/ZP_0022511	extension shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000106	extension
http://purl.obolibrary.org/obo/ZP_0008620	eye photoreceptor cell shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0009154	eye photoreceptor cell
http://purl.obolibrary.org/obo/ZP_0003002	eye shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000107	eye
http://purl.obolibrary.org/obo/ZP_0006184	fast muscle cell shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0009117	fast muscle cell
http://purl.obolibrary.org/obo/ZP_0018222	fin fold actinotrichium shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000089	fin fold actinotrichium
http://purl.obolibrary.org/obo/ZP_0008346	fin shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000108	fin
http://purl.obolibrary.org/obo/ZP_0011752	forebrain shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000109	forebrain
http://purl.obolibrary.org/obo/ZP_0005179	forerunner cell group shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000023	forerunner cell group
http://purl.obolibrary.org/obo/ZP_0011331	gut shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000112	gut
http://purl.obolibrary.org/obo/ZP_0015936	hair cell anterior macula shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000678	hair cell anterior macula
http://purl.obolibrary.org/obo/ZP_0002314	head shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001114	head
http://purl.obolibrary.org/obo/ZP_0005892	heart shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000114	heart
http://purl.obolibrary.org/obo/ZP_0009747	heart tube shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000360	heart tube
http://purl.obolibrary.org/obo/ZP_0022431	hematopoietic multipotent progenitor cell shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0009354	hematopoietic multipotent progenitor cell
http://purl.obolibrary.org/obo/ZP_0019177	hepatoblast shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0009398	hepatoblast
http://purl.obolibrary.org/obo/ZP_0021554	hepatocyte shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0009111	hepatocyte
http://purl.obolibrary.org/obo/ZP_0011287	hindbrain neural keel shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0007029	hindbrain neural keel
http://purl.obolibrary.org/obo/ZP_0006427	hyosymplectic cartilage shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001422	hyosymplectic cartilage
http://purl.obolibrary.org/obo/ZP_0020869	hypobranchial artery shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000673	hypobranchial artery
http://purl.obolibrary.org/obo/ZP_0017166	inner ear shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000217	inner ear
http://purl.obolibrary.org/obo/ZP_0006428	interhyal cartilage shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001511	interhyal cartilage
http://purl.obolibrary.org/obo/ZP_0003730	intersegmental vessel shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001285	intersegmental vessel
http://purl.obolibrary.org/obo/ZP_0006302	intestinal epithelial cell shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0009399	intestinal epithelial cell
http://purl.obolibrary.org/obo/ZP_0002786	intestinal epithelium shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0005124	intestinal epithelium
http://purl.obolibrary.org/obo/ZP_0103413	intestine shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001338	intestine
http://purl.obolibrary.org/obo/ZP_0107067	lateral dorsal aorta shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001054	lateral dorsal aorta
http://purl.obolibrary.org/obo/ZP_0106862	lens fiber cell shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0009401	lens fiber cell
http://purl.obolibrary.org/obo/ZP_0011942	lens shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000035	lens
http://purl.obolibrary.org/obo/ZP_0002887	liver shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000123	liver
http://purl.obolibrary.org/obo/ZP_0010540	macula shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000386	macula
http://purl.obolibrary.org/obo/ZP_0002155	mandibular arch skeleton shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001227	mandibular arch skeleton
http://purl.obolibrary.org/obo/ZP_0009675	maxilla shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000270	maxilla
http://purl.obolibrary.org/obo/ZP_0003494	median fin shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0005597	median fin
http://purl.obolibrary.org/obo/ZP_0009914	melanocyte shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0009091	melanocyte
http://purl.obolibrary.org/obo/ZP_0003001	midbrain hindbrain boundary shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000042	midbrain hindbrain boundary
http://purl.obolibrary.org/obo/ZP_0003229	midbrain shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000128	midbrain
http://purl.obolibrary.org/obo/ZP_0103090	mouth shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000547	mouth
http://purl.obolibrary.org/obo/ZP_0021882	myoseptum shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001089	myoseptum
http://purl.obolibrary.org/obo/ZP_0002219	myotome shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001056	myotome
http://purl.obolibrary.org/obo/ZP_0016122	neural arch shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001066	neural arch
http://purl.obolibrary.org/obo/ZP_0015137	neural keel shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000131	neural keel
http://purl.obolibrary.org/obo/ZP_0010129	neural rod shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000133	neural rod
http://purl.obolibrary.org/obo/ZP_0010095	neural tube shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001135	neural tube
http://purl.obolibrary.org/obo/ZP_0002934	neurocranium shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001580	neurocranium
http://purl.obolibrary.org/obo/ZP_0010154	neuromast shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000243	neuromast
http://purl.obolibrary.org/obo/ZP_0022057	neutrophil shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0009327	neutrophil
http://purl.obolibrary.org/obo/ZP_0013590	notochord shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000135	notochord
http://purl.obolibrary.org/obo/ZP_0000513	nucleate erythrocyte shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0009256	nucleate erythrocyte
http://purl.obolibrary.org/obo/ZP_0104177	odontoblast shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0009029	odontoblast
http://purl.obolibrary.org/obo/ZP_0011281	olfactory epithelium shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000554	olfactory epithelium
http://purl.obolibrary.org/obo/ZP_0000880	opercle shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000250	opercle
http://purl.obolibrary.org/obo/ZP_0009466	optic primordium shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000570	optic primordium
http://purl.obolibrary.org/obo/ZP_0012374	optic stalk shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000137	optic stalk
http://purl.obolibrary.org/obo/ZP_0014879	optic tectum shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000445	optic tectum
http://purl.obolibrary.org/obo/ZP_0002306	otic placode shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000138	otic placode
http://purl.obolibrary.org/obo/ZP_0001861	otic vesicle protrusion shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001715	otic vesicle protrusion
http://purl.obolibrary.org/obo/ZP_0001621	otic vesicle shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000051	otic vesicle
http://purl.obolibrary.org/obo/ZP_0002049	otolith shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001617	otolith
http://purl.obolibrary.org/obo/ZP_0005138	palate shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0005509	palate
http://purl.obolibrary.org/obo/ZP_0005133	palatoquadrate cartilage shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001399	palatoquadrate cartilage
http://purl.obolibrary.org/obo/ZP_0005127	parasphenoid shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000561	parasphenoid
http://purl.obolibrary.org/obo/ZP_0015113	parietal bone shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000486	parietal bone
http://purl.obolibrary.org/obo/ZP_0002279	pectoral fin shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001161	pectoral fin
http://purl.obolibrary.org/obo/ZP_0103798	pericardial cavity shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001655	pericardial cavity
http://purl.obolibrary.org/obo/ZP_0005697	pharyngeal arch 2 skeleton shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001276	pharyngeal arch 2 skeleton
http://purl.obolibrary.org/obo/ZP_0002266	pharyngeal arch 3-7 shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001613	pharyngeal arch 3-7
http://purl.obolibrary.org/obo/ZP_0003041	pharyngeal arch shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001306	pharyngeal arch
http://purl.obolibrary.org/obo/ZP_0015026	pigment cell shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0009090	pigment cell
http://purl.obolibrary.org/obo/ZP_0001786	pigmented epithelial cell shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0009241	pigmented epithelial cell
http://purl.obolibrary.org/obo/ZP_0010042	pillar of the anterior semicircular canal shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0007054	pillar of the anterior semicircular canal
http://purl.obolibrary.org/obo/ZP_0007425	pillar of the lateral semicircular canal shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0007055	pillar of the lateral semicircular canal
http://purl.obolibrary.org/obo/ZP_0020887	pineal complex shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001359	pineal complex
http://purl.obolibrary.org/obo/ZP_0002222	post-vent region shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001117	post-vent region
http://purl.obolibrary.org/obo/ZP_0013055	posterior cardinal vein shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000477	posterior cardinal vein
http://purl.obolibrary.org/obo/ZP_0102391	posterior lateral line neuromast shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000940	posterior lateral line neuromast
http://purl.obolibrary.org/obo/ZP_0003380	posterior lateral line primordium shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001157	posterior lateral line primordium
http://purl.obolibrary.org/obo/ZP_0009947	prechordal plate shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000060	prechordal plate
http://purl.obolibrary.org/obo/ZP_0103305	primary motor neuron shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0009244	primary motor neuron
http://purl.obolibrary.org/obo/ZP_0005345	primordial germ cell shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0009288	primordial germ cell
http://purl.obolibrary.org/obo/ZP_0012814	primordial midbrain channel shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0005017	primordial midbrain channel
http://purl.obolibrary.org/obo/ZP_0009470	pronephric podocyte shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001673	pronephric podocyte
http://purl.obolibrary.org/obo/ZP_0020488	pronephric proximal convoluted tubule shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001620	pronephric proximal convoluted tubule
http://purl.obolibrary.org/obo/ZP_0013388	pronephric tubule shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001558	pronephric tubule
http://purl.obolibrary.org/obo/ZP_0021083	pronephros shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000151	pronephros
http://purl.obolibrary.org/obo/ZP_0009132	retina shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000152	retina
http://purl.obolibrary.org/obo/ZP_0009633	rhombomere 3 shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000948	rhombomere 3
http://purl.obolibrary.org/obo/ZP_0009632	rhombomere 5 shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000823	rhombomere 5
http://purl.obolibrary.org/obo/ZP_0015030	scale shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000277	scale
http://purl.obolibrary.org/obo/ZP_0002043	semicircular canal shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000431	semicircular canal
http://purl.obolibrary.org/obo/ZP_0022524	skeletal muscle cell shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0009115	skeletal muscle cell
http://purl.obolibrary.org/obo/ZP_0000438	somite border shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001462	somite border
http://purl.obolibrary.org/obo/ZP_0000013	somite shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000155	somite
http://purl.obolibrary.org/obo/ZP_0008394	stomodeum shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001290	stomodeum
http://purl.obolibrary.org/obo/ZP_0010319	tail bud shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000077	tail bud
http://purl.obolibrary.org/obo/ZP_0004475	thrombocyte shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0009323	thrombocyte
http://purl.obolibrary.org/obo/ZP_0005136	trabecula cranii shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001507	trabecula cranii
http://purl.obolibrary.org/obo/ZP_0011789	trunk neural crest cell shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0009004	trunk neural crest cell
http://purl.obolibrary.org/obo/ZP_0008700	trunk shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001115	trunk
http://purl.obolibrary.org/obo/ZP_0006656	ventral mandibular arch shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001273	ventral mandibular arch
http://purl.obolibrary.org/obo/ZP_0008358	vertebra shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001189	vertebra
http://purl.obolibrary.org/obo/ZP_0100993	vertical myoseptum shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000610	vertical myoseptum
http://purl.obolibrary.org/obo/ZP_0007321	white matter shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001682	white matter
http://purl.obolibrary.org/obo/ZP_0000159	whole organism shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0016259	xanthophore shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0009198	xanthophore
http://purl.obolibrary.org/obo/ZP_0002336	yolk shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000084	yolk
