defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
http://purl.obolibrary.org/obo/ZP_0005703	caudal fin decreased pigmentation, abnormal	http://purl.obolibrary.org/obo/ZFA_0001058	caudal fin
http://purl.obolibrary.org/obo/ZP_0000402	eye decreased pigmentation, abnormal	http://purl.obolibrary.org/obo/ZFA_0000107	eye
http://purl.obolibrary.org/obo/ZP_0011150	head decreased pigmentation, abnormal	http://purl.obolibrary.org/obo/ZFA_0001114	head
http://purl.obolibrary.org/obo/ZP_0002824	integument decreased pigmentation, abnormal	http://purl.obolibrary.org/obo/ZFA_0000368	integument
http://purl.obolibrary.org/obo/ZP_0003320	iridophore decreased pigmentation, abnormal	http://purl.obolibrary.org/obo/ZFA_0009199	iridophore
http://purl.obolibrary.org/obo/ZP_0007864	larval melanophore stripe decreased pigmentation, abnormal	http://purl.obolibrary.org/obo/ZFA_0005220	larval melanophore stripe
http://purl.obolibrary.org/obo/ZP_0002866	melanoblast decreased pigmentation, abnormal	http://purl.obolibrary.org/obo/ZFA_0009249	melanoblast
http://purl.obolibrary.org/obo/ZP_0002862	melanocyte decreased pigmentation, abnormal	http://purl.obolibrary.org/obo/ZFA_0009091	melanocyte
http://purl.obolibrary.org/obo/ZP_0011810	melanophore stripe decreased pigmentation, abnormal	http://purl.obolibrary.org/obo/ZFA_0001463	melanophore stripe
http://purl.obolibrary.org/obo/ZP_0017343	nucleate erythrocyte decreased pigmentation, abnormal	http://purl.obolibrary.org/obo/ZFA_0009256	nucleate erythrocyte
http://purl.obolibrary.org/obo/ZP_0002265	post-vent region decreased pigmentation, abnormal	http://purl.obolibrary.org/obo/ZFA_0001117	post-vent region
http://purl.obolibrary.org/obo/ZP_0007485	retina decreased pigmentation, abnormal	http://purl.obolibrary.org/obo/ZFA_0000152	retina
http://purl.obolibrary.org/obo/ZP_0000597	retinal pigmented epithelium decreased pigmentation, abnormal	http://purl.obolibrary.org/obo/ZFA_0000144	retinal pigmented epithelium
http://purl.obolibrary.org/obo/ZP_0000510	trunk decreased pigmentation, abnormal	http://purl.obolibrary.org/obo/ZFA_0001115	trunk
http://purl.obolibrary.org/obo/ZP_0001173	whole organism decreased pigmentation, abnormal	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0003318	xanthophore decreased pigmentation, abnormal	http://purl.obolibrary.org/obo/ZFA_0009198	xanthophore
