defined_class	defined_class_label	anatomical_entity	anatomical_entity_label	location	location_label
http://purl.obolibrary.org/obo/ZP_0100106	actin-based cell projection peridermal cell decreased length, abnormal	http://purl.obolibrary.org/obo/GO_0098858	actin-based cell projection	http://purl.obolibrary.org/obo/ZFA_0009041	peridermal cell
http://purl.obolibrary.org/obo/ZP_0017481	anatomical axis trunk decreased length, abnormal	http://purl.obolibrary.org/obo/BSPO_0000010	anatomical axis	http://purl.obolibrary.org/obo/ZFA_0001115	trunk
http://purl.obolibrary.org/obo/ZP_0008280	anatomical axis whole organism decreased length, abnormal	http://purl.obolibrary.org/obo/BSPO_0000010	anatomical axis	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0103665	angiogenic sprout intersegmental vein decreased length, abnormal	http://purl.obolibrary.org/obo/ZFA_0005604	angiogenic sprout	http://purl.obolibrary.org/obo/ZFA_0001057	intersegmental vein
http://purl.obolibrary.org/obo/ZP_0016711	angiogenic sprout intersegmental vessel decreased length, abnormal	http://purl.obolibrary.org/obo/ZFA_0005604	angiogenic sprout	http://purl.obolibrary.org/obo/ZFA_0001285	intersegmental vessel
http://purl.obolibrary.org/obo/ZP_0001711	anterior region vertebral column decreased length, abnormal	http://purl.obolibrary.org/obo/BSPO_0000071	anterior region	http://purl.obolibrary.org/obo/ZFA_0001559	vertebral column
http://purl.obolibrary.org/obo/ZP_0010588	anterior-posterior axis eye decreased length, abnormal	http://purl.obolibrary.org/obo/BSPO_0000013	anterior-posterior axis	http://purl.obolibrary.org/obo/ZFA_0000107	eye
http://purl.obolibrary.org/obo/ZP_0001706	anterior-posterior axis head decreased length, abnormal	http://purl.obolibrary.org/obo/BSPO_0000013	anterior-posterior axis	http://purl.obolibrary.org/obo/ZFA_0001114	head
http://purl.obolibrary.org/obo/ZP_0002076	anterior-posterior axis hindbrain decreased length, abnormal	http://purl.obolibrary.org/obo/BSPO_0000013	anterior-posterior axis	http://purl.obolibrary.org/obo/ZFA_0000029	hindbrain
http://purl.obolibrary.org/obo/ZP_0019041	anterior-posterior axis notochord decreased length, abnormal	http://purl.obolibrary.org/obo/BSPO_0000013	anterior-posterior axis	http://purl.obolibrary.org/obo/ZFA_0000135	notochord
http://purl.obolibrary.org/obo/ZP_0001854	anterior-posterior axis otic vesicle decreased length, abnormal	http://purl.obolibrary.org/obo/BSPO_0000013	anterior-posterior axis	http://purl.obolibrary.org/obo/ZFA_0000051	otic vesicle
http://purl.obolibrary.org/obo/ZP_0000156	anterior-posterior axis paraxial mesoderm decreased length, abnormal	http://purl.obolibrary.org/obo/BSPO_0000013	anterior-posterior axis	http://purl.obolibrary.org/obo/ZFA_0000255	paraxial mesoderm
http://purl.obolibrary.org/obo/ZP_0018140	anterior-posterior axis pharyngeal arch decreased length, abnormal	http://purl.obolibrary.org/obo/BSPO_0000013	anterior-posterior axis	http://purl.obolibrary.org/obo/ZFA_0001306	pharyngeal arch
http://purl.obolibrary.org/obo/ZP_0020814	anterior-posterior axis somite decreased length, abnormal	http://purl.obolibrary.org/obo/BSPO_0000013	anterior-posterior axis	http://purl.obolibrary.org/obo/ZFA_0000155	somite
http://purl.obolibrary.org/obo/ZP_0020655	anterior-posterior axis ventral mandibular arch decreased length, abnormal	http://purl.obolibrary.org/obo/BSPO_0000013	anterior-posterior axis	http://purl.obolibrary.org/obo/ZFA_0001273	ventral mandibular arch
http://purl.obolibrary.org/obo/ZP_0000586	anterior-posterior axis whole organism decreased length, abnormal	http://purl.obolibrary.org/obo/BSPO_0000013	anterior-posterior axis	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0017428	apical region eye photoreceptor cell decreased length, abnormal	http://purl.obolibrary.org/obo/BSPO_0000073	apical region	http://purl.obolibrary.org/obo/ZFA_0009154	eye photoreceptor cell
http://purl.obolibrary.org/obo/ZP_0002791	apical-basal axis relative to substrate intestinal bulb epithelium decreased length, abnormal	http://purl.obolibrary.org/obo/BSPO_0000014	apical-basal axis relative to substrate	http://purl.obolibrary.org/obo/ZFA_0005126	intestinal bulb epithelium
http://purl.obolibrary.org/obo/ZP_0007464	axis whole organism decreased length, abnormal	http://purl.obolibrary.org/obo/ZFA_0000092	axis	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0002230	axon CaP motoneuron decreased length, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron
http://purl.obolibrary.org/obo/ZP_0010647	axon Mauthner neuron decreased length, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0009149	Mauthner neuron
http://purl.obolibrary.org/obo/ZP_0002227	axon MiP motor neuron decreased length, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0005179	MiP motor neuron
http://purl.obolibrary.org/obo/ZP_0003155	axon Rohon-Beard neuron decreased length, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0009150	Rohon-Beard neuron
http://purl.obolibrary.org/obo/ZP_0103380	axon cardiac ventricle decreased length, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0000009	cardiac ventricle
http://purl.obolibrary.org/obo/ZP_0001662	axon caudal commissure decreased length, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0000320	caudal commissure
http://purl.obolibrary.org/obo/ZP_0016539	axon cholinergic neuron decreased length, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0009060	cholinergic neuron
http://purl.obolibrary.org/obo/ZP_0102587	axon cranial motor neuron decreased length, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0005730	cranial motor neuron
http://purl.obolibrary.org/obo/ZP_0006699	axon cranial nerve II decreased length, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0000435	cranial nerve II
http://purl.obolibrary.org/obo/ZP_0003147	axon cranial nerve IX decreased length, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0000668	cranial nerve IX
http://purl.obolibrary.org/obo/ZP_0003148	axon cranial nerve V decreased length, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0000697	cranial nerve V
http://purl.obolibrary.org/obo/ZP_0003143	axon cranial nerve VI decreased length, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0000310	cranial nerve VI
http://purl.obolibrary.org/obo/ZP_0003146	axon cranial nerve X decreased length, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0000453	cranial nerve X
http://purl.obolibrary.org/obo/ZP_0007324	axon dopaminergic neuron decreased length, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0009301	dopaminergic neuron
http://purl.obolibrary.org/obo/ZP_0008908	axon facial ganglion decreased length, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0001291	facial ganglion
http://purl.obolibrary.org/obo/ZP_0002189	axon facial nerve motor nucleus decreased length, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0000206	facial nerve motor nucleus
http://purl.obolibrary.org/obo/ZP_0015621	axon granule cell decreased length, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0009070	granule cell
http://purl.obolibrary.org/obo/ZP_0003224	axon hindbrain decreased length, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0000029	hindbrain
http://purl.obolibrary.org/obo/ZP_0003154	axon lateral line nerve decreased length, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0001479	lateral line nerve
