entity	defined_class
http://purl.obolibrary.org/obo/GO_0051716	http://purl.obolibrary.org/obo/UPHENO_0000060
http://purl.obolibrary.org/obo/BSPO_0000679	http://purl.obolibrary.org/obo/UPHENO_0000061
http://purl.obolibrary.org/obo/BSPO_0000677	http://purl.obolibrary.org/obo/UPHENO_0000062
http://purl.obolibrary.org/obo/BSPO_0000678	http://purl.obolibrary.org/obo/UPHENO_0000063
http://purl.obolibrary.org/obo/GO_0046483	http://purl.obolibrary.org/obo/UPHENO_0000064
http://purl.obolibrary.org/obo/GO_0048666	http://purl.obolibrary.org/obo/UPHENO_0000065
http://purl.obolibrary.org/obo/GO_0002790	http://purl.obolibrary.org/obo/UPHENO_0000066
http://purl.obolibrary.org/obo/GO_0006911	http://purl.obolibrary.org/obo/UPHENO_0000067
http://purl.obolibrary.org/obo/BSPO_0000684	http://purl.obolibrary.org/obo/UPHENO_0000068
http://purl.obolibrary.org/obo/GO_0006915	http://purl.obolibrary.org/obo/UPHENO_0000069
http://purl.obolibrary.org/obo/BSPO_0000201	http://purl.obolibrary.org/obo/UPHENO_0000070
http://purl.obolibrary.org/obo/BSPO_0000685	http://purl.obolibrary.org/obo/UPHENO_0000071
http://purl.obolibrary.org/obo/BSPO_0000682	http://purl.obolibrary.org/obo/UPHENO_0000072
http://purl.obolibrary.org/obo/GO_0006913	http://purl.obolibrary.org/obo/UPHENO_0000073
http://purl.obolibrary.org/obo/BSPO_0000683	http://purl.obolibrary.org/obo/UPHENO_0000074
http://purl.obolibrary.org/obo/BSPO_0000680	http://purl.obolibrary.org/obo/UPHENO_0000075
http://purl.obolibrary.org/obo/GO_0033058	http://purl.obolibrary.org/obo/UPHENO_0000076
http://purl.obolibrary.org/obo/GO_0098813	http://purl.obolibrary.org/obo/UPHENO_0000077
http://purl.obolibrary.org/obo/GO_0050877	http://purl.obolibrary.org/obo/UPHENO_0000078
http://purl.obolibrary.org/obo/BSPO_0000688	http://purl.obolibrary.org/obo/UPHENO_0000079
http://purl.obolibrary.org/obo/GO_0051726	http://purl.obolibrary.org/obo/UPHENO_0000080
http://purl.obolibrary.org/obo/BSPO_0000689	http://purl.obolibrary.org/obo/UPHENO_0000081
http://purl.obolibrary.org/obo/BSPO_0000202	http://purl.obolibrary.org/obo/UPHENO_0000082
http://purl.obolibrary.org/obo/BSPO_0000686	http://purl.obolibrary.org/obo/UPHENO_0000083
http://purl.obolibrary.org/obo/BSPO_0000687	http://purl.obolibrary.org/obo/UPHENO_0000084
http://purl.obolibrary.org/obo/GO_0071684	http://purl.obolibrary.org/obo/UPHENO_0000085
http://purl.obolibrary.org/obo/GO_0006807	http://purl.obolibrary.org/obo/UPHENO_0000086
http://purl.obolibrary.org/obo/GO_0006928	http://purl.obolibrary.org/obo/UPHENO_0000087
http://purl.obolibrary.org/obo/GO_0048569	http://purl.obolibrary.org/obo/UPHENO_0000088
http://purl.obolibrary.org/obo/GO_1901990	http://purl.obolibrary.org/obo/UPHENO_0000089
http://purl.obolibrary.org/obo/GO_0045055	http://purl.obolibrary.org/obo/UPHENO_0000090
http://purl.obolibrary.org/obo/GO_1901991	http://purl.obolibrary.org/obo/UPHENO_0000091
http://purl.obolibrary.org/obo/GO_0048565	http://purl.obolibrary.org/obo/UPHENO_0000092
http://purl.obolibrary.org/obo/GO_0006810	http://purl.obolibrary.org/obo/UPHENO_0000093
http://purl.obolibrary.org/obo/GO_0006935	http://purl.obolibrary.org/obo/UPHENO_0000094
http://purl.obolibrary.org/obo/GO_0036464	http://purl.obolibrary.org/obo/UPHENO_0000095
http://purl.obolibrary.org/obo/GO_0051705	http://purl.obolibrary.org/obo/UPHENO_0000096
http://purl.obolibrary.org/obo/GO_0051703	http://purl.obolibrary.org/obo/UPHENO_0000097
http://purl.obolibrary.org/obo/GO_0051704	http://purl.obolibrary.org/obo/UPHENO_0000098
http://purl.obolibrary.org/obo/GO_0060537	http://purl.obolibrary.org/obo/UPHENO_0000099
http://purl.obolibrary.org/obo/GO_0005730	http://purl.obolibrary.org/obo/UPHENO_0000100
http://purl.obolibrary.org/obo/GO_0098840	http://purl.obolibrary.org/obo/UPHENO_0000101
http://purl.obolibrary.org/obo/BSPO_0000112	http://purl.obolibrary.org/obo/UPHENO_0000102
http://purl.obolibrary.org/obo/GO_0005859	http://purl.obolibrary.org/obo/UPHENO_0000103
http://purl.obolibrary.org/obo/GO_0032094	http://purl.obolibrary.org/obo/UPHENO_0000104
http://purl.obolibrary.org/obo/GO_0036211	http://purl.obolibrary.org/obo/UPHENO_0000105
http://purl.obolibrary.org/obo/GO_0050789	http://purl.obolibrary.org/obo/UPHENO_0000106
http://purl.obolibrary.org/obo/GO_0048102	http://purl.obolibrary.org/obo/UPHENO_0000107
http://purl.obolibrary.org/obo/GO_0048468	http://purl.obolibrary.org/obo/UPHENO_0000108
http://purl.obolibrary.org/obo/GO_0048589	http://purl.obolibrary.org/obo/UPHENO_0000109
http://purl.obolibrary.org/obo/GO_1901576	http://purl.obolibrary.org/obo/UPHENO_0000110
http://purl.obolibrary.org/obo/GO_0006950	http://purl.obolibrary.org/obo/UPHENO_0000111
http://purl.obolibrary.org/obo/GO_0005863	http://purl.obolibrary.org/obo/UPHENO_0000112
http://purl.obolibrary.org/obo/GO_0051642	http://purl.obolibrary.org/obo/UPHENO_0000113
http://purl.obolibrary.org/obo/GO_0051640	http://purl.obolibrary.org/obo/UPHENO_0000114
http://purl.obolibrary.org/obo/GO_0051641	http://purl.obolibrary.org/obo/UPHENO_0000115
http://purl.obolibrary.org/obo/GO_0050794	http://purl.obolibrary.org/obo/UPHENO_0000116
http://purl.obolibrary.org/obo/GO_0050793	http://purl.obolibrary.org/obo/UPHENO_0000117
http://purl.obolibrary.org/obo/GO_0051648	http://purl.obolibrary.org/obo/UPHENO_0000118
http://purl.obolibrary.org/obo/GO_0051649	http://purl.obolibrary.org/obo/UPHENO_0000119
http://purl.obolibrary.org/obo/BSPO_0000400	http://purl.obolibrary.org/obo/UPHENO_0000120
http://purl.obolibrary.org/obo/GO_0001764	http://purl.obolibrary.org/obo/UPHENO_0000121
http://purl.obolibrary.org/obo/GO_0045184	http://purl.obolibrary.org/obo/UPHENO_0000122
http://purl.obolibrary.org/obo/GO_0023052	http://purl.obolibrary.org/obo/UPHENO_0000123
http://purl.obolibrary.org/obo/GO_0051656	http://purl.obolibrary.org/obo/UPHENO_0000124
http://purl.obolibrary.org/obo/GO_0006725	http://purl.obolibrary.org/obo/UPHENO_0000125
http://purl.obolibrary.org/obo/GO_0051650	http://purl.obolibrary.org/obo/UPHENO_0000126
http://purl.obolibrary.org/obo/BSPO_0000417	http://purl.obolibrary.org/obo/UPHENO_0000127
http://purl.obolibrary.org/obo/GO_0018958	http://purl.obolibrary.org/obo/UPHENO_0000128
http://purl.obolibrary.org/obo/GO_0048489	http://purl.obolibrary.org/obo/UPHENO_0000129
http://purl.obolibrary.org/obo/GO_0023061	http://purl.obolibrary.org/obo/UPHENO_0000130
http://purl.obolibrary.org/obo/GO_0006974	http://purl.obolibrary.org/obo/UPHENO_0000131
http://purl.obolibrary.org/obo/GO_0035177	http://purl.obolibrary.org/obo/UPHENO_0000132
http://purl.obolibrary.org/obo/GO_0035176	http://purl.obolibrary.org/obo/UPHENO_0000133
http://purl.obolibrary.org/obo/GO_0035295	http://purl.obolibrary.org/obo/UPHENO_0000134
http://purl.obolibrary.org/obo/GO_0050896	http://purl.obolibrary.org/obo/UPHENO_0000135
http://purl.obolibrary.org/obo/GO_0050890	http://purl.obolibrary.org/obo/UPHENO_0000136
http://purl.obolibrary.org/obo/GO_0001505	http://purl.obolibrary.org/obo/UPHENO_0000137
http://purl.obolibrary.org/obo/GO_0098916	http://purl.obolibrary.org/obo/UPHENO_0000138
http://purl.obolibrary.org/obo/GO_0050657	http://purl.obolibrary.org/obo/UPHENO_0000139
http://purl.obolibrary.org/obo/GO_0050658	http://purl.obolibrary.org/obo/UPHENO_0000140
http://purl.obolibrary.org/obo/GO_0048232	http://purl.obolibrary.org/obo/UPHENO_0000141
http://purl.obolibrary.org/obo/GO_0030705	http://purl.obolibrary.org/obo/UPHENO_0000142
http://purl.obolibrary.org/obo/GO_0048599	http://purl.obolibrary.org/obo/UPHENO_0000143
http://purl.obolibrary.org/obo/GO_1901564	http://purl.obolibrary.org/obo/UPHENO_0000144
http://purl.obolibrary.org/obo/GO_0048598	http://purl.obolibrary.org/obo/UPHENO_0000145
http://purl.obolibrary.org/obo/GO_1901566	http://purl.obolibrary.org/obo/UPHENO_0000146
http://purl.obolibrary.org/obo/BSPO_0000673	http://purl.obolibrary.org/obo/UPHENO_0000147
http://purl.obolibrary.org/obo/GO_0006629	http://purl.obolibrary.org/obo/UPHENO_0000148
http://purl.obolibrary.org/obo/BSPO_0000674	http://purl.obolibrary.org/obo/UPHENO_0000149
http://purl.obolibrary.org/obo/GO_0036379	http://purl.obolibrary.org/obo/UPHENO_0000150
http://purl.obolibrary.org/obo/BSPO_0000671	http://purl.obolibrary.org/obo/UPHENO_0000151
http://purl.obolibrary.org/obo/BSPO_0000672	http://purl.obolibrary.org/obo/UPHENO_0000152
http://purl.obolibrary.org/obo/GO_0071103	http://purl.obolibrary.org/obo/UPHENO_0000153
http://purl.obolibrary.org/obo/GO_0016310	http://purl.obolibrary.org/obo/UPHENO_0000154
http://purl.obolibrary.org/obo/BSPO_0000039	http://purl.obolibrary.org/obo/UPHENO_0000155
http://purl.obolibrary.org/obo/BSPO_0000037	http://purl.obolibrary.org/obo/UPHENO_0000156
http://purl.obolibrary.org/obo/BSPO_0000038	http://purl.obolibrary.org/obo/UPHENO_0000157
http://purl.obolibrary.org/obo/GO_0006996	http://purl.obolibrary.org/obo/UPHENO_0000158
http://purl.obolibrary.org/obo/GO_0003006	http://purl.obolibrary.org/obo/UPHENO_0000159
http://purl.obolibrary.org/obo/GO_0006518	http://purl.obolibrary.org/obo/UPHENO_0000160
http://purl.obolibrary.org/obo/BSPO_0000046	http://purl.obolibrary.org/obo/UPHENO_0000161
http://purl.obolibrary.org/obo/GO_0003008	http://purl.obolibrary.org/obo/UPHENO_0000162
http://purl.obolibrary.org/obo/BSPO_0000047	http://purl.obolibrary.org/obo/UPHENO_0000163
http://purl.obolibrary.org/obo/BSPO_0000044	http://purl.obolibrary.org/obo/UPHENO_0000164
http://purl.obolibrary.org/obo/BSPO_0000045	http://purl.obolibrary.org/obo/UPHENO_0000165
http://purl.obolibrary.org/obo/BSPO_0000042	http://purl.obolibrary.org/obo/UPHENO_0000166
http://purl.obolibrary.org/obo/BSPO_0000043	http://purl.obolibrary.org/obo/UPHENO_0000167
http://purl.obolibrary.org/obo/BSPO_0000041	http://purl.obolibrary.org/obo/UPHENO_0000168
http://purl.obolibrary.org/obo/GO_0016203	http://purl.obolibrary.org/obo/UPHENO_0000169
http://purl.obolibrary.org/obo/BSPO_0000048	http://purl.obolibrary.org/obo/UPHENO_0000170
http://purl.obolibrary.org/obo/BSPO_0000049	http://purl.obolibrary.org/obo/UPHENO_0000171
http://purl.obolibrary.org/obo/GO_0030728	http://purl.obolibrary.org/obo/UPHENO_0000172
http://purl.obolibrary.org/obo/GO_0048137	http://purl.obolibrary.org/obo/UPHENO_0000173
http://purl.obolibrary.org/obo/GO_0007610	http://purl.obolibrary.org/obo/UPHENO_0000174
http://purl.obolibrary.org/obo/GO_0007611	http://purl.obolibrary.org/obo/UPHENO_0000175
http://purl.obolibrary.org/obo/BSPO_0000050	http://purl.obolibrary.org/obo/UPHENO_0000176
http://purl.obolibrary.org/obo/GO_0002164	http://purl.obolibrary.org/obo/UPHENO_0000177
http://purl.obolibrary.org/obo/GO_0006405	http://purl.obolibrary.org/obo/UPHENO_0000178
http://purl.obolibrary.org/obo/GO_0007612	http://purl.obolibrary.org/obo/UPHENO_0000179
http://purl.obolibrary.org/obo/GO_0006886	http://purl.obolibrary.org/obo/UPHENO_0000180
http://purl.obolibrary.org/obo/GO_0006887	http://purl.obolibrary.org/obo/UPHENO_0000181
http://purl.obolibrary.org/obo/GO_0007618	http://purl.obolibrary.org/obo/UPHENO_0000182
http://purl.obolibrary.org/obo/GO_0035188	http://purl.obolibrary.org/obo/UPHENO_0000183
http://purl.obolibrary.org/obo/BSPO_0000057	http://purl.obolibrary.org/obo/UPHENO_0000184
http://purl.obolibrary.org/obo/BSPO_0000058	http://purl.obolibrary.org/obo/UPHENO_0000185
http://purl.obolibrary.org/obo/GO_0006406	http://purl.obolibrary.org/obo/UPHENO_0000186
http://purl.obolibrary.org/obo/BSPO_0000055	http://purl.obolibrary.org/obo/UPHENO_0000187
http://purl.obolibrary.org/obo/BSPO_0000056	http://purl.obolibrary.org/obo/UPHENO_0000188
http://purl.obolibrary.org/obo/BSPO_0000053	http://purl.obolibrary.org/obo/UPHENO_0000189
http://purl.obolibrary.org/obo/BSPO_0000054	http://purl.obolibrary.org/obo/UPHENO_0000190
http://purl.obolibrary.org/obo/BSPO_0000051	http://purl.obolibrary.org/obo/UPHENO_0000191
http://purl.obolibrary.org/obo/BSPO_0000052	http://purl.obolibrary.org/obo/UPHENO_0000192
http://purl.obolibrary.org/obo/GO_0016459	http://purl.obolibrary.org/obo/UPHENO_0000193
http://purl.obolibrary.org/obo/GO_0060255	http://purl.obolibrary.org/obo/UPHENO_0000194
http://purl.obolibrary.org/obo/GO_0032940	http://purl.obolibrary.org/obo/UPHENO_0000195
http://purl.obolibrary.org/obo/GO_0006412	http://purl.obolibrary.org/obo/UPHENO_0000196
http://purl.obolibrary.org/obo/GO_0007620	http://purl.obolibrary.org/obo/UPHENO_0000197
http://purl.obolibrary.org/obo/GO_0048285	http://purl.obolibrary.org/obo/UPHENO_0000198
http://purl.obolibrary.org/obo/BSPO_0000068	http://purl.obolibrary.org/obo/UPHENO_0000199
http://purl.obolibrary.org/obo/BSPO_0000069	http://purl.obolibrary.org/obo/UPHENO_0000200
http://purl.obolibrary.org/obo/GO_0051301	http://purl.obolibrary.org/obo/UPHENO_0000201
http://purl.obolibrary.org/obo/GO_0099643	http://purl.obolibrary.org/obo/UPHENO_0000202
http://purl.obolibrary.org/obo/BSPO_0000067	http://purl.obolibrary.org/obo/UPHENO_0000203
http://purl.obolibrary.org/obo/BSPO_0000064	http://purl.obolibrary.org/obo/UPHENO_0000204
http://purl.obolibrary.org/obo/GO_0018990	http://purl.obolibrary.org/obo/UPHENO_0000205
http://purl.obolibrary.org/obo/GO_0001708	http://purl.obolibrary.org/obo/UPHENO_0000206
http://purl.obolibrary.org/obo/GO_0018991	http://purl.obolibrary.org/obo/UPHENO_0000207
http://purl.obolibrary.org/obo/BSPO_0000063	http://purl.obolibrary.org/obo/UPHENO_0000208
http://purl.obolibrary.org/obo/GO_1901360	http://purl.obolibrary.org/obo/UPHENO_0000209
http://purl.obolibrary.org/obo/BSPO_0000071	http://purl.obolibrary.org/obo/UPHENO_0000210
http://purl.obolibrary.org/obo/GO_0002064	http://purl.obolibrary.org/obo/UPHENO_0000211
http://purl.obolibrary.org/obo/BSPO_0000072	http://purl.obolibrary.org/obo/UPHENO_0000212
http://purl.obolibrary.org/obo/GO_0005575	http://purl.obolibrary.org/obo/UPHENO_0000213
http://purl.obolibrary.org/obo/GO_0007631	http://purl.obolibrary.org/obo/UPHENO_0000214
http://purl.obolibrary.org/obo/BSPO_0000070	http://purl.obolibrary.org/obo/UPHENO_0000215
http://purl.obolibrary.org/obo/GO_0007635	http://purl.obolibrary.org/obo/UPHENO_0000216
http://purl.obolibrary.org/obo/BSPO_0000079	http://purl.obolibrary.org/obo/UPHENO_0000217
http://purl.obolibrary.org/obo/GO_0007519	http://purl.obolibrary.org/obo/UPHENO_0000218
http://purl.obolibrary.org/obo/BSPO_0000077	http://purl.obolibrary.org/obo/UPHENO_0000219
http://purl.obolibrary.org/obo/BSPO_0000078	http://purl.obolibrary.org/obo/UPHENO_0000220
http://purl.obolibrary.org/obo/BSPO_0000196	http://purl.obolibrary.org/obo/UPHENO_0000221
http://purl.obolibrary.org/obo/BSPO_0000075	http://purl.obolibrary.org/obo/UPHENO_0000222
http://purl.obolibrary.org/obo/GO_0097479	http://purl.obolibrary.org/obo/UPHENO_0000223
http://purl.obolibrary.org/obo/GO_0016460	http://purl.obolibrary.org/obo/UPHENO_0000224
http://purl.obolibrary.org/obo/BSPO_0000076	http://purl.obolibrary.org/obo/UPHENO_0000225
http://purl.obolibrary.org/obo/BSPO_0000197	http://purl.obolibrary.org/obo/UPHENO_0000226
http://purl.obolibrary.org/obo/GO_0099536	http://purl.obolibrary.org/obo/UPHENO_0000227
http://purl.obolibrary.org/obo/BSPO_0000073	http://purl.obolibrary.org/obo/UPHENO_0000228
http://purl.obolibrary.org/obo/GO_0099537	http://purl.obolibrary.org/obo/UPHENO_0000229
http://purl.obolibrary.org/obo/BSPO_0000074	http://purl.obolibrary.org/obo/UPHENO_0000230
http://purl.obolibrary.org/obo/GO_0016477	http://purl.obolibrary.org/obo/UPHENO_0000231
http://purl.obolibrary.org/obo/GO_0042886	http://purl.obolibrary.org/obo/UPHENO_0000232
http://purl.obolibrary.org/obo/GO_0016358	http://purl.obolibrary.org/obo/UPHENO_0000233
http://purl.obolibrary.org/obo/GO_0044703	http://purl.obolibrary.org/obo/UPHENO_0000234
http://purl.obolibrary.org/obo/GO_0030537	http://purl.obolibrary.org/obo/UPHENO_0000235
http://purl.obolibrary.org/obo/GO_0048066	http://purl.obolibrary.org/obo/UPHENO_0000236
http://purl.obolibrary.org/obo/GO_0006793	http://purl.obolibrary.org/obo/UPHENO_0000237
http://purl.obolibrary.org/obo/GO_0006796	http://purl.obolibrary.org/obo/UPHENO_0000238
http://purl.obolibrary.org/obo/GO_0006310	http://purl.obolibrary.org/obo/UPHENO_0000239
http://purl.obolibrary.org/obo/GO_0030421	http://purl.obolibrary.org/obo/UPHENO_0000240
http://purl.obolibrary.org/obo/GO_0007525	http://purl.obolibrary.org/obo/UPHENO_0000241
http://purl.obolibrary.org/obo/GO_0007409	http://purl.obolibrary.org/obo/UPHENO_0000242
http://purl.obolibrary.org/obo/BSPO_0000000	http://purl.obolibrary.org/obo/UPHENO_0000243
http://purl.obolibrary.org/obo/GO_0044819	http://purl.obolibrary.org/obo/UPHENO_0000244
http://purl.obolibrary.org/obo/GO_0015031	http://purl.obolibrary.org/obo/UPHENO_0000245
http://purl.obolibrary.org/obo/BSPO_0000008	http://purl.obolibrary.org/obo/UPHENO_0000246
http://purl.obolibrary.org/obo/BSPO_0000009	http://purl.obolibrary.org/obo/UPHENO_0000247
