entity	defined_class
http://purl.obolibrary.org/obo/GO_0044422	http://purl.obolibrary.org/obo/UPHENO_0000001
http://purl.obolibrary.org/obo/GO_0044424	http://purl.obolibrary.org/obo/UPHENO_0000002
http://purl.obolibrary.org/obo/GO_0044427	http://purl.obolibrary.org/obo/UPHENO_0000003
http://purl.obolibrary.org/obo/GO_0120025	http://purl.obolibrary.org/obo/UPHENO_0000004
http://purl.obolibrary.org/obo/GO_0044463	http://purl.obolibrary.org/obo/UPHENO_0000005
http://purl.obolibrary.org/obo/GO_0044464	http://purl.obolibrary.org/obo/UPHENO_0000006
http://purl.obolibrary.org/obo/CARO_0000000	http://purl.obolibrary.org/obo/UPHENO_0000007
http://purl.obolibrary.org/obo/GO_0030424	http://purl.obolibrary.org/obo/UPHENO_0000008
http://purl.obolibrary.org/obo/CARO_0000007	http://purl.obolibrary.org/obo/UPHENO_0000009
http://purl.obolibrary.org/obo/GO_0042995	http://purl.obolibrary.org/obo/UPHENO_0000010
http://purl.obolibrary.org/obo/GO_0043005	http://purl.obolibrary.org/obo/UPHENO_0000011
http://purl.obolibrary.org/obo/BSPO_0000005	http://purl.obolibrary.org/obo/UPHENO_0000012
http://purl.obolibrary.org/obo/GO_0120038	http://purl.obolibrary.org/obo/UPHENO_0000013
http://purl.obolibrary.org/obo/BFO_0000001	http://purl.obolibrary.org/obo/UPHENO_0000014
http://purl.obolibrary.org/obo/CL_0000025	http://purl.obolibrary.org/obo/UPHENO_0000015
http://purl.obolibrary.org/obo/GO_0005634	http://purl.obolibrary.org/obo/UPHENO_0000016
http://purl.obolibrary.org/obo/GO_0099512	http://purl.obolibrary.org/obo/UPHENO_0000017
http://purl.obolibrary.org/obo/BSPO_0000376	http://purl.obolibrary.org/obo/UPHENO_0000018
http://purl.obolibrary.org/obo/GO_0099513	http://purl.obolibrary.org/obo/UPHENO_0000019
http://purl.obolibrary.org/obo/BSPO_0000377	http://purl.obolibrary.org/obo/UPHENO_0000020
http://purl.obolibrary.org/obo/BSPO_0000374	http://purl.obolibrary.org/obo/UPHENO_0000021
http://purl.obolibrary.org/obo/CL_0000661	http://purl.obolibrary.org/obo/UPHENO_0000022
http://purl.obolibrary.org/obo/GO_0097458	http://purl.obolibrary.org/obo/UPHENO_0000023
http://purl.obolibrary.org/obo/BSPO_0000372	http://purl.obolibrary.org/obo/UPHENO_0000024
http://purl.obolibrary.org/obo/BSPO_0000373	http://purl.obolibrary.org/obo/UPHENO_0000025
http://purl.obolibrary.org/obo/BSPO_0000371	http://purl.obolibrary.org/obo/UPHENO_0000026
http://purl.obolibrary.org/obo/GO_0044444	http://purl.obolibrary.org/obo/UPHENO_0000027
http://purl.obolibrary.org/obo/GO_0044446	http://purl.obolibrary.org/obo/UPHENO_0000028
http://purl.obolibrary.org/obo/BSPO_0000378	http://purl.obolibrary.org/obo/UPHENO_0000029
http://purl.obolibrary.org/obo/BSPO_0000379	http://purl.obolibrary.org/obo/UPHENO_0000030
http://purl.obolibrary.org/obo/GO_0000781	http://purl.obolibrary.org/obo/UPHENO_0000031
http://purl.obolibrary.org/obo/GO_0043231	http://purl.obolibrary.org/obo/UPHENO_0000032
http://purl.obolibrary.org/obo/GO_0044441	http://purl.obolibrary.org/obo/UPHENO_0000033
http://purl.obolibrary.org/obo/GO_0099080	http://purl.obolibrary.org/obo/UPHENO_0000034
http://purl.obolibrary.org/obo/GO_0099081	http://purl.obolibrary.org/obo/UPHENO_0000035
http://purl.obolibrary.org/obo/GO_0043232	http://purl.obolibrary.org/obo/UPHENO_0000036
http://purl.obolibrary.org/obo/GO_0005884	http://purl.obolibrary.org/obo/UPHENO_0000037
http://purl.obolibrary.org/obo/GO_0005886	http://purl.obolibrary.org/obo/UPHENO_0000038
http://purl.obolibrary.org/obo/BSPO_0000383	http://purl.obolibrary.org/obo/UPHENO_0000039
http://purl.obolibrary.org/obo/BSPO_0000384	http://purl.obolibrary.org/obo/UPHENO_0000040
http://purl.obolibrary.org/obo/BSPO_0000381	http://purl.obolibrary.org/obo/UPHENO_0000041
http://purl.obolibrary.org/obo/BSPO_0000382	http://purl.obolibrary.org/obo/UPHENO_0000042
http://purl.obolibrary.org/obo/GO_0043226	http://purl.obolibrary.org/obo/UPHENO_0000043
http://purl.obolibrary.org/obo/GO_0043228	http://purl.obolibrary.org/obo/UPHENO_0000044
http://purl.obolibrary.org/obo/GO_0043227	http://purl.obolibrary.org/obo/UPHENO_0000045
http://purl.obolibrary.org/obo/GO_0042579	http://purl.obolibrary.org/obo/UPHENO_0000046
http://purl.obolibrary.org/obo/GO_0043229	http://purl.obolibrary.org/obo/UPHENO_0000047
http://purl.obolibrary.org/obo/GO_0044430	http://purl.obolibrary.org/obo/UPHENO_0000048
http://purl.obolibrary.org/obo/GO_0045202	http://purl.obolibrary.org/obo/UPHENO_0000049
http://purl.obolibrary.org/obo/CARO_0000010	http://purl.obolibrary.org/obo/UPHENO_0000050
http://purl.obolibrary.org/obo/GO_0005694	http://purl.obolibrary.org/obo/UPHENO_0000051
http://purl.obolibrary.org/obo/GO_0005575	http://purl.obolibrary.org/obo/UPHENO_0000052
http://purl.obolibrary.org/obo/GO_0005930	http://purl.obolibrary.org/obo/UPHENO_0000053
http://purl.obolibrary.org/obo/GO_0005777	http://purl.obolibrary.org/obo/UPHENO_0000054
http://purl.obolibrary.org/obo/CL_0000000	http://purl.obolibrary.org/obo/UPHENO_0000055
http://purl.obolibrary.org/obo/GO_0098687	http://purl.obolibrary.org/obo/UPHENO_0000056
http://purl.obolibrary.org/obo/CL_0000200	http://purl.obolibrary.org/obo/UPHENO_0000057
http://purl.obolibrary.org/obo/GO_0016020	http://purl.obolibrary.org/obo/UPHENO_0000058
http://purl.obolibrary.org/obo/GO_0005739	http://purl.obolibrary.org/obo/UPHENO_0000059
