defined_class	defined_class_label	molecular_function	molecular_function_label
http://purl.obolibrary.org/obo/MGPO_0002224	abnormal glycosidase activity	http://purl.obolibrary.org/obo/GO_0016798	hydrolase activity, acting on glycosyl bonds
http://purl.obolibrary.org/obo/MGPO_0002223	abnormal glycosyltransferase activity	http://purl.obolibrary.org/obo/GO_0016757	glycosyltransferase activity
http://purl.obolibrary.org/obo/MGPO_0002224	abnormal hydrolase activity, acting on glycosyl bonds	http://purl.obolibrary.org/obo/GO_0016798	hydrolase activity, acting on glycosyl bonds
http://purl.obolibrary.org/obo/MGPO_0002225	abnormal oligosaccharyl transferase activity	http://purl.obolibrary.org/obo/GO_0004576	oligosaccharyl transferase activity
