defined_class	defined_class_label	entity	entity_label
http://purl.obolibrary.org/obo/FBcv_0000665	body size defective	http://purl.obolibrary.org/obo/FBbt_00000001	organism
http://purl.obolibrary.org/obo/FBcv_0000428	cell size defective	http://purl.obolibrary.org/obo/CL_0000000	cell
http://purl.obolibrary.org/obo/FBcv_0000357	size defective	http://purl.obolibrary.org/obo/FBbt_00007001	anatomical structure
