defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/FBcv_0000720	jump response defective	http://purl.obolibrary.org/obo/GO_0007630	jump response
http://purl.obolibrary.org/obo/FBcv_0000397	learning defective	http://purl.obolibrary.org/obo/GO_0007612	learning
http://purl.obolibrary.org/obo/FBcv_0000414	locomotor behavior defective	http://purl.obolibrary.org/obo/GO_0007626	locomotory behavior
http://purl.obolibrary.org/obo/FBcv_0000395	locomotor rhythm defective	http://purl.obolibrary.org/obo/GO_0045475	locomotor rhythm
http://purl.obolibrary.org/obo/FBcv_0000721	mating behavior defective	http://purl.obolibrary.org/obo/GO_0007617	mating behavior
http://purl.obolibrary.org/obo/FBcv_0000400	mating defective	http://purl.obolibrary.org/obo/GO_0007618	mating
http://purl.obolibrary.org/obo/FBcv_0000401	mating rhythm defective	http://purl.obolibrary.org/obo/GO_0035648	circadian mating behavior
http://purl.obolibrary.org/obo/FBcv_0000431	meiotic cell cycle defective	http://purl.obolibrary.org/obo/GO_0051321	meiotic cell cycle
http://purl.obolibrary.org/obo/FBcv_0000398	memory defective	http://purl.obolibrary.org/obo/GO_0007613	memory
http://purl.obolibrary.org/obo/FBcv_0000432	mitotic cell cycle defective	http://purl.obolibrary.org/obo/GO_0000278	mitotic cell cycle
http://purl.obolibrary.org/obo/FBcv_0000412	optomotor response defective	http://purl.obolibrary.org/obo/GO_0007634	optokinetic behavior
http://purl.obolibrary.org/obo/FBcv_0000409	osmotic stress response defective	http://purl.obolibrary.org/obo/GO_0006970	response to osmotic stress
http://purl.obolibrary.org/obo/FBcv_0006004	oviposition defective	http://purl.obolibrary.org/obo/GO_0018991	oviposition
http://purl.obolibrary.org/obo/FBcv_0000725	oxidative stress response defective	http://purl.obolibrary.org/obo/GO_0006979	response to oxidative stress
http://purl.obolibrary.org/obo/FBcv_0000393	pain response defective	http://purl.obolibrary.org/obo/GO_0048265	response to pain
http://purl.obolibrary.org/obo/FBcv_0000422	photoperiod response variant	http://purl.obolibrary.org/obo/GO_0043153	entrainment of circadian clock by photoperiod
http://purl.obolibrary.org/obo/FBcv_0000413	phototaxis defective	http://purl.obolibrary.org/obo/GO_0042331	phototaxis
http://purl.obolibrary.org/obo/FBcv_0000449	planar polarity defective	http://purl.obolibrary.org/obo/GO_0001736	establishment of planar polarity
http://purl.obolibrary.org/obo/FBcv_0000680	proboscis extension reflex defective	http://purl.obolibrary.org/obo/GO_0007637	proboscis extension reflex
http://purl.obolibrary.org/obo/FBcv_0000707	reproductive diapause defective	http://purl.obolibrary.org/obo/GO_0055116	entry into reproductive diapause
http://purl.obolibrary.org/obo/FBcv_0000681	sensory perception defective	http://purl.obolibrary.org/obo/GO_0007600	sensory perception
http://purl.obolibrary.org/obo/FBcv_0000436	sex-determination defective	http://purl.obolibrary.org/obo/GO_0007530	sex determination
http://purl.obolibrary.org/obo/FBcv_0000705	sleep defective	http://purl.obolibrary.org/obo/GO_0030431	sleep
http://purl.obolibrary.org/obo/FBcv_0000404	smell perception defective	http://purl.obolibrary.org/obo/GO_0007608	sensory perception of smell
http://purl.obolibrary.org/obo/FBcv_0000402	song defective	http://purl.obolibrary.org/obo/GO_0045433	male courtship behavior, veined wing generated song production
http://purl.obolibrary.org/obo/FBcv_0000708	starvation stress response defective	http://purl.obolibrary.org/obo/GO_0042594	response to starvation
http://purl.obolibrary.org/obo/FBcv_0000408	stress response defective	http://purl.obolibrary.org/obo/GO_0006950	response to stress
http://purl.obolibrary.org/obo/FBcv_0000405	taste perception defective	http://purl.obolibrary.org/obo/GO_0050909	sensory perception of taste
http://purl.obolibrary.org/obo/FBcv_0000683	temperature response defective	http://purl.obolibrary.org/obo/GO_0009266	response to temperature stimulus
http://purl.obolibrary.org/obo/FBcv_0000002	thermotaxis defective	http://purl.obolibrary.org/obo/GO_0043052	thermotaxis
http://purl.obolibrary.org/obo/FBcv_0000682	touch perception defective	http://purl.obolibrary.org/obo/GO_0050975	sensory perception of touch
http://purl.obolibrary.org/obo/FBcv_0000411	visual behavior defective	http://purl.obolibrary.org/obo/GO_0007632	visual behavior
http://purl.obolibrary.org/obo/FBcv_0004000	visual perception defective	http://purl.obolibrary.org/obo/GO_0050953	sensory perception of light stimulus
http://purl.obolibrary.org/obo/FBcv_0000451	wound healing defective	http://purl.obolibrary.org/obo/GO_0042060	wound healing
