chemical_entity	defined_class
http://purl.obolibrary.org/obo/CHEBI_36526	http://purl.obolibrary.org/obo/UPHENO_0046274
http://purl.obolibrary.org/obo/PR_000007785	http://purl.obolibrary.org/obo/UPHENO_0046275
http://purl.obolibrary.org/obo/CHEBI_16958	http://purl.obolibrary.org/obo/UPHENO_0046276
http://purl.obolibrary.org/obo/CHEBI_16393	http://purl.obolibrary.org/obo/UPHENO_0046277
http://purl.obolibrary.org/obo/CHEBI_3165	http://purl.obolibrary.org/obo/UPHENO_0046278
http://purl.obolibrary.org/obo/CHEBI_8337	http://purl.obolibrary.org/obo/UPHENO_0046279
http://purl.obolibrary.org/obo/CHEBI_30660	http://purl.obolibrary.org/obo/UPHENO_0046280
http://purl.obolibrary.org/obo/CHEBI_18059	http://purl.obolibrary.org/obo/UPHENO_0046281
http://purl.obolibrary.org/obo/CHEBI_17761	http://purl.obolibrary.org/obo/UPHENO_0046282
http://purl.obolibrary.org/obo/CHEBI_26216	http://purl.obolibrary.org/obo/UPHENO_0046283
http://purl.obolibrary.org/obo/CHEBI_24431	http://purl.obolibrary.org/obo/UPHENO_0046284
http://purl.obolibrary.org/obo/CHEBI_18295	http://purl.obolibrary.org/obo/UPHENO_0046285
http://purl.obolibrary.org/obo/CHEBI_33709	http://purl.obolibrary.org/obo/UPHENO_0046286
http://purl.obolibrary.org/obo/PR_000009182	http://purl.obolibrary.org/obo/UPHENO_0046287
http://purl.obolibrary.org/obo/CHEBI_16827	http://purl.obolibrary.org/obo/UPHENO_0046288
http://purl.obolibrary.org/obo/CHEBI_61384	http://purl.obolibrary.org/obo/UPHENO_0046289
http://purl.obolibrary.org/obo/CHEBI_26333	http://purl.obolibrary.org/obo/UPHENO_0046290
http://purl.obolibrary.org/obo/CHEBI_27300	http://purl.obolibrary.org/obo/UPHENO_0046291
http://purl.obolibrary.org/obo/CHEBI_27266	http://purl.obolibrary.org/obo/UPHENO_0046292
http://purl.obolibrary.org/obo/CHEBI_17755	http://purl.obolibrary.org/obo/UPHENO_0046293
http://purl.obolibrary.org/obo/CHEBI_17996	http://purl.obolibrary.org/obo/UPHENO_0046294
http://purl.obolibrary.org/obo/CHEBI_17754	http://purl.obolibrary.org/obo/UPHENO_0046295
http://purl.obolibrary.org/obo/CHEBI_26739	http://purl.obolibrary.org/obo/UPHENO_0046296
http://purl.obolibrary.org/obo/CHEBI_25805	http://purl.obolibrary.org/obo/UPHENO_0046297
http://purl.obolibrary.org/obo/CHEBI_26986	http://purl.obolibrary.org/obo/UPHENO_0046298
http://purl.obolibrary.org/obo/PR_000003809	http://purl.obolibrary.org/obo/UPHENO_0046378
http://purl.obolibrary.org/obo/CHEBI_25017	http://purl.obolibrary.org/obo/UPHENO_0046299
http://purl.obolibrary.org/obo/CHEBI_28087	http://purl.obolibrary.org/obo/UPHENO_0046300
http://purl.obolibrary.org/obo/CHEBI_25094	http://purl.obolibrary.org/obo/UPHENO_0046301
http://purl.obolibrary.org/obo/CHEBI_64583	http://purl.obolibrary.org/obo/UPHENO_0046302
http://purl.obolibrary.org/obo/CHEBI_17347	http://purl.obolibrary.org/obo/UPHENO_0046303
http://purl.obolibrary.org/obo/CHEBI_16811	http://purl.obolibrary.org/obo/UPHENO_0046304
http://purl.obolibrary.org/obo/PR_000000134	http://purl.obolibrary.org/obo/UPHENO_0046305
http://purl.obolibrary.org/obo/CHEBI_15724	http://purl.obolibrary.org/obo/UPHENO_0084536
http://purl.obolibrary.org/obo/CHEBI_39015	http://purl.obolibrary.org/obo/UPHENO_0046306
http://purl.obolibrary.org/obo/CHEBI_50211	http://purl.obolibrary.org/obo/UPHENO_0046307
http://purl.obolibrary.org/obo/CHEBI_25029	http://purl.obolibrary.org/obo/UPHENO_0046308
http://purl.obolibrary.org/obo/CHEBI_27568	http://purl.obolibrary.org/obo/UPHENO_0046309
http://purl.obolibrary.org/obo/CHEBI_26995	http://purl.obolibrary.org/obo/UPHENO_0046310
http://purl.obolibrary.org/obo/CHEBI_28892	http://purl.obolibrary.org/obo/UPHENO_0046311
http://purl.obolibrary.org/obo/CHEBI_83821	http://purl.obolibrary.org/obo/UPHENO_0084537
http://purl.obolibrary.org/obo/CHEBI_33569	http://purl.obolibrary.org/obo/UPHENO_0046312
http://purl.obolibrary.org/obo/CHEBI_33568	http://purl.obolibrary.org/obo/UPHENO_0046313
http://purl.obolibrary.org/obo/CHEBI_33567	http://purl.obolibrary.org/obo/UPHENO_0046314
http://purl.obolibrary.org/obo/CHEBI_16247	http://purl.obolibrary.org/obo/UPHENO_0046315
http://purl.obolibrary.org/obo/PR_000003777	http://purl.obolibrary.org/obo/UPHENO_0046316
http://purl.obolibrary.org/obo/CHEBI_2700	http://purl.obolibrary.org/obo/UPHENO_0084538
http://purl.obolibrary.org/obo/CHEBI_17855	http://purl.obolibrary.org/obo/UPHENO_0046317
http://purl.obolibrary.org/obo/CHEBI_16526	http://purl.obolibrary.org/obo/UPHENO_0046318
http://purl.obolibrary.org/obo/CHEBI_36313	http://purl.obolibrary.org/obo/UPHENO_0084539
http://purl.obolibrary.org/obo/CHEBI_29073	http://purl.obolibrary.org/obo/UPHENO_0046319
http://purl.obolibrary.org/obo/CHEBI_5254	http://purl.obolibrary.org/obo/UPHENO_0046320
http://purl.obolibrary.org/obo/CHEBI_26125	http://purl.obolibrary.org/obo/UPHENO_0046321
http://purl.obolibrary.org/obo/CHEBI_24741	http://purl.obolibrary.org/obo/UPHENO_0046322
http://purl.obolibrary.org/obo/CHEBI_16919	http://purl.obolibrary.org/obo/UPHENO_0046323
http://purl.obolibrary.org/obo/CHEBI_28300	http://purl.obolibrary.org/obo/UPHENO_0046325
http://purl.obolibrary.org/obo/CHEBI_15428	http://purl.obolibrary.org/obo/UPHENO_0046326
http://purl.obolibrary.org/obo/CHEBI_18132	http://purl.obolibrary.org/obo/UPHENO_0084540
http://purl.obolibrary.org/obo/CHEBI_18257	http://purl.obolibrary.org/obo/UPHENO_0046327
http://purl.obolibrary.org/obo/CHEBI_30860	http://purl.obolibrary.org/obo/UPHENO_0046328
http://purl.obolibrary.org/obo/CHEBI_16113	http://purl.obolibrary.org/obo/UPHENO_0046329
http://purl.obolibrary.org/obo/CHEBI_18258	http://purl.obolibrary.org/obo/UPHENO_0046330
http://purl.obolibrary.org/obo/CHEBI_28790	http://purl.obolibrary.org/obo/UPHENO_0046331
http://purl.obolibrary.org/obo/CHEBI_28670	http://purl.obolibrary.org/obo/UPHENO_0046332
http://purl.obolibrary.org/obo/CHEBI_27584	http://purl.obolibrary.org/obo/UPHENO_0046333
http://purl.obolibrary.org/obo/PR_000000046	http://purl.obolibrary.org/obo/UPHENO_0046334
http://purl.obolibrary.org/obo/CHEBI_16865	http://purl.obolibrary.org/obo/UPHENO_0046335
http://purl.obolibrary.org/obo/CHEBI_64611	http://purl.obolibrary.org/obo/UPHENO_0046336
http://purl.obolibrary.org/obo/CHEBI_35366	http://purl.obolibrary.org/obo/UPHENO_0046337
http://purl.obolibrary.org/obo/CHEBI_3892	http://purl.obolibrary.org/obo/UPHENO_0046338
http://purl.obolibrary.org/obo/CHEBI_15373	http://purl.obolibrary.org/obo/UPHENO_0046339
http://purl.obolibrary.org/obo/CHEBI_18243	http://purl.obolibrary.org/obo/UPHENO_0046340
http://purl.obolibrary.org/obo/CHEBI_16189	http://purl.obolibrary.org/obo/UPHENO_0046341
http://purl.obolibrary.org/obo/CHEBI_18248	http://purl.obolibrary.org/obo/UPHENO_0046342
http://purl.obolibrary.org/obo/CHEBI_15891	http://purl.obolibrary.org/obo/UPHENO_0046343
http://purl.obolibrary.org/obo/PR_000002107	http://purl.obolibrary.org/obo/UPHENO_0083889
http://purl.obolibrary.org/obo/CHEBI_22984	http://purl.obolibrary.org/obo/UPHENO_0046344
http://purl.obolibrary.org/obo/CHEBI_24402	http://purl.obolibrary.org/obo/UPHENO_0046345
http://purl.obolibrary.org/obo/CHEBI_22860	http://purl.obolibrary.org/obo/UPHENO_0084541
http://purl.obolibrary.org/obo/CHEBI_18085	http://purl.obolibrary.org/obo/UPHENO_0046346
http://purl.obolibrary.org/obo/CHEBI_28044	http://purl.obolibrary.org/obo/UPHENO_0046347
http://purl.obolibrary.org/obo/CHEBI_26020	http://purl.obolibrary.org/obo/UPHENO_0046348
http://purl.obolibrary.org/obo/CHEBI_27470	http://purl.obolibrary.org/obo/UPHENO_0046349
http://purl.obolibrary.org/obo/CHEBI_29016	http://purl.obolibrary.org/obo/UPHENO_0046350
http://purl.obolibrary.org/obo/CHEBI_16336	http://purl.obolibrary.org/obo/UPHENO_0089295
http://purl.obolibrary.org/obo/PR_000036009	http://purl.obolibrary.org/obo/UPHENO_0081774
http://purl.obolibrary.org/obo/CHEBI_17822	http://purl.obolibrary.org/obo/UPHENO_0046351
http://purl.obolibrary.org/obo/CHEBI_33234	http://purl.obolibrary.org/obo/UPHENO_0046352
http://purl.obolibrary.org/obo/CHEBI_16856	http://purl.obolibrary.org/obo/UPHENO_0046353
http://purl.obolibrary.org/obo/CHEBI_12777	http://purl.obolibrary.org/obo/UPHENO_0046354
http://purl.obolibrary.org/obo/CHEBI_15889	http://purl.obolibrary.org/obo/UPHENO_0046355
http://purl.obolibrary.org/obo/CHEBI_26708	http://purl.obolibrary.org/obo/UPHENO_0046356
http://purl.obolibrary.org/obo/CHEBI_26948	http://purl.obolibrary.org/obo/UPHENO_0046357
http://purl.obolibrary.org/obo/CHEBI_17544	http://purl.obolibrary.org/obo/UPHENO_0084542
http://purl.obolibrary.org/obo/CHEBI_18237	http://purl.obolibrary.org/obo/UPHENO_0046358
http://purl.obolibrary.org/obo/CHEBI_22868	http://purl.obolibrary.org/obo/UPHENO_0046359
http://purl.obolibrary.org/obo/CHEBI_6495	http://purl.obolibrary.org/obo/UPHENO_0046360
http://purl.obolibrary.org/obo/CHEBI_17026	http://purl.obolibrary.org/obo/UPHENO_0046361
http://purl.obolibrary.org/obo/CHEBI_36080	http://purl.obolibrary.org/obo/UPHENO_0046362
http://purl.obolibrary.org/obo/CHEBI_24898	http://purl.obolibrary.org/obo/UPHENO_0046363
http://purl.obolibrary.org/obo/CHEBI_25107	http://purl.obolibrary.org/obo/UPHENO_0046364
http://purl.obolibrary.org/obo/PR_000013246	http://purl.obolibrary.org/obo/UPHENO_0046365
http://purl.obolibrary.org/obo/PR_000015665	http://purl.obolibrary.org/obo/UPHENO_0046366
http://purl.obolibrary.org/obo/CHEBI_46662	http://purl.obolibrary.org/obo/UPHENO_0046367
http://purl.obolibrary.org/obo/CHEBI_27363	http://purl.obolibrary.org/obo/UPHENO_0046368
http://purl.obolibrary.org/obo/CHEBI_28694	http://purl.obolibrary.org/obo/UPHENO_0046369
http://purl.obolibrary.org/obo/PR_000007141	http://purl.obolibrary.org/obo/UPHENO_0046370
http://purl.obolibrary.org/obo/CHEBI_26271	http://purl.obolibrary.org/obo/UPHENO_0046371
http://purl.obolibrary.org/obo/CHEBI_81567	http://purl.obolibrary.org/obo/UPHENO_0046372
http://purl.obolibrary.org/obo/CHEBI_81569	http://purl.obolibrary.org/obo/UPHENO_0046373
http://purl.obolibrary.org/obo/CHEBI_81568	http://purl.obolibrary.org/obo/UPHENO_0046374
http://purl.obolibrary.org/obo/CHEBI_36477	http://purl.obolibrary.org/obo/UPHENO_0046375
http://purl.obolibrary.org/obo/CHEBI_15354	http://purl.obolibrary.org/obo/UPHENO_0084543
http://purl.obolibrary.org/obo/PR_000016480	http://purl.obolibrary.org/obo/UPHENO_0083890
http://purl.obolibrary.org/obo/CHEBI_15355	http://purl.obolibrary.org/obo/UPHENO_0046376
http://purl.obolibrary.org/obo/PR_Q15848	http://purl.obolibrary.org/obo/UPHENO_0081775
http://purl.obolibrary.org/obo/PR_000007749	http://purl.obolibrary.org/obo/UPHENO_0046382
http://purl.obolibrary.org/obo/CHEBI_546807	http://purl.obolibrary.org/obo/UPHENO_0046381
