chemical_entity	defined_class
http://purl.obolibrary.org/obo/PR_000003968	http://purl.obolibrary.org/obo/UPHENO_0081777
http://purl.obolibrary.org/obo/CHEBI_30413	http://purl.obolibrary.org/obo/UPHENO_0077201
http://purl.obolibrary.org/obo/CHEBI_15422	http://purl.obolibrary.org/obo/UPHENO_0077202
http://purl.obolibrary.org/obo/CHEBI_33697	http://purl.obolibrary.org/obo/UPHENO_0081778
http://purl.obolibrary.org/obo/CHEBI_17489	http://purl.obolibrary.org/obo/UPHENO_0081779
http://purl.obolibrary.org/obo/CHEBI_35258	http://purl.obolibrary.org/obo/UPHENO_0081780
http://purl.obolibrary.org/obo/CHEBI_24396	http://purl.obolibrary.org/obo/UPHENO_0081781
http://purl.obolibrary.org/obo/CHEBI_17089	http://purl.obolibrary.org/obo/UPHENO_0081782
http://purl.obolibrary.org/obo/PR_000025853	http://purl.obolibrary.org/obo/UPHENO_0046324
http://purl.obolibrary.org/obo/CHEBI_22881	http://purl.obolibrary.org/obo/UPHENO_0046377
http://purl.obolibrary.org/obo/CHEBI_25500	http://purl.obolibrary.org/obo/UPHENO_0046379
http://purl.obolibrary.org/obo/PR_000009054	http://purl.obolibrary.org/obo/UPHENO_0046380
http://purl.obolibrary.org/obo/CHEBI_51143	http://purl.obolibrary.org/obo/UPHENO_0046383
http://purl.obolibrary.org/obo/PR_000007812	http://purl.obolibrary.org/obo/UPHENO_0081776
