anatomical_entity	location	defined_class
http://purl.obolibrary.org/obo/GO_0005811	http://purl.obolibrary.org/obo/UBERON_0001348	http://purl.obolibrary.org/obo/UPHENO_0088510
http://purl.obolibrary.org/obo/UBERON_0001232	http://purl.obolibrary.org/obo/UBERON_0002113	http://purl.obolibrary.org/obo/UPHENO_0006907
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0001348	http://purl.obolibrary.org/obo/UPHENO_0088511
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0002113	http://purl.obolibrary.org/obo/UPHENO_0006911
http://purl.obolibrary.org/obo/CL_0000763	http://purl.obolibrary.org/obo/UBERON_0002371	http://purl.obolibrary.org/obo/UPHENO_0085404
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0015813	http://purl.obolibrary.org/obo/UPHENO_0085406
http://purl.obolibrary.org/obo/CL_0000160	http://purl.obolibrary.org/obo/UBERON_0015813	http://purl.obolibrary.org/obo/UPHENO_0085408
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0002371	http://purl.obolibrary.org/obo/UPHENO_0085409
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0085410
http://purl.obolibrary.org/obo/CL_0000771	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0085412
http://purl.obolibrary.org/obo/UBERON_0000025	http://purl.obolibrary.org/obo/UBERON_0002113	http://purl.obolibrary.org/obo/UPHENO_0006903
http://purl.obolibrary.org/obo/UBERON_0004111	http://purl.obolibrary.org/obo/UBERON_0002113	http://purl.obolibrary.org/obo/UPHENO_0006904
http://purl.obolibrary.org/obo/UBERON_0000465	http://purl.obolibrary.org/obo/UBERON_0002113	http://purl.obolibrary.org/obo/UPHENO_0006905
http://purl.obolibrary.org/obo/UBERON_0006555	http://purl.obolibrary.org/obo/UBERON_0002113	http://purl.obolibrary.org/obo/UPHENO_0006906
http://purl.obolibrary.org/obo/UBERON_0000061	http://purl.obolibrary.org/obo/UBERON_0002113	http://purl.obolibrary.org/obo/UPHENO_0006912
http://purl.obolibrary.org/obo/UBERON_0010000	http://purl.obolibrary.org/obo/UBERON_0002113	http://purl.obolibrary.org/obo/UPHENO_0006916
