location	role	defined_class
http://purl.obolibrary.org/obo/UBERON_0001088	http://purl.obolibrary.org/obo/CHEBI_24621	http://purl.obolibrary.org/obo/UPHENO_0089911
http://purl.obolibrary.org/obo/UBERON_0001088	http://purl.obolibrary.org/obo/CHEBI_50906	http://purl.obolibrary.org/obo/UPHENO_0089912
http://purl.obolibrary.org/obo/UBERON_0001132	http://purl.obolibrary.org/obo/CHEBI_24621	http://purl.obolibrary.org/obo/UPHENO_0082552
http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/CHEBI_50906	http://purl.obolibrary.org/obo/UPHENO_0079822
http://purl.obolibrary.org/obo/UBERON_0001132	http://purl.obolibrary.org/obo/CHEBI_50906	http://purl.obolibrary.org/obo/UPHENO_0082553
http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/CHEBI_50113	http://purl.obolibrary.org/obo/UPHENO_0079825
