chemical_entity	defined_class
http://purl.obolibrary.org/obo/CHEBI_69136	http://purl.obolibrary.org/obo/UPHENO_0076357
http://purl.obolibrary.org/obo/CHEBI_7809	http://purl.obolibrary.org/obo/UPHENO_0076358
http://purl.obolibrary.org/obo/CHEBI_204928	http://purl.obolibrary.org/obo/UPHENO_0076359
http://purl.obolibrary.org/obo/CHEBI_9665	http://purl.obolibrary.org/obo/UPHENO_0076360
http://purl.obolibrary.org/obo/CHEBI_27666	http://purl.obolibrary.org/obo/UPHENO_0076361
http://purl.obolibrary.org/obo/CHEBI_623918	http://purl.obolibrary.org/obo/UPHENO_0076362
http://purl.obolibrary.org/obo/CHEBI_472657	http://purl.obolibrary.org/obo/UPHENO_0076363
http://purl.obolibrary.org/obo/CHEBI_28077	http://purl.obolibrary.org/obo/UPHENO_0076364
http://purl.obolibrary.org/obo/CHEBI_209807	http://purl.obolibrary.org/obo/UPHENO_0076365
http://purl.obolibrary.org/obo/CHEBI_81822	http://purl.obolibrary.org/obo/UPHENO_0076366
http://purl.obolibrary.org/obo/CHEBI_35720	http://purl.obolibrary.org/obo/UPHENO_0076367
http://purl.obolibrary.org/obo/CHEBI_7934	http://purl.obolibrary.org/obo/UPHENO_0076368
http://purl.obolibrary.org/obo/CHEBI_17076	http://purl.obolibrary.org/obo/UPHENO_0076369
http://purl.obolibrary.org/obo/CHEBI_17630	http://purl.obolibrary.org/obo/UPHENO_0076370
http://purl.obolibrary.org/obo/CHEBI_63607	http://purl.obolibrary.org/obo/UPHENO_0076371
http://purl.obolibrary.org/obo/CHEBI_5195	http://purl.obolibrary.org/obo/UPHENO_0076372
http://purl.obolibrary.org/obo/CHEBI_46633	http://purl.obolibrary.org/obo/UPHENO_0076373
http://purl.obolibrary.org/obo/CHEBI_81913	http://purl.obolibrary.org/obo/UPHENO_0076374
http://purl.obolibrary.org/obo/CHEBI_81917	http://purl.obolibrary.org/obo/UPHENO_0076375
http://purl.obolibrary.org/obo/CHEBI_46081	http://purl.obolibrary.org/obo/UPHENO_0076376
http://purl.obolibrary.org/obo/CHEBI_32588	http://purl.obolibrary.org/obo/UPHENO_0076377
http://purl.obolibrary.org/obo/CHEBI_7025	http://purl.obolibrary.org/obo/UPHENO_0076378
http://purl.obolibrary.org/obo/CHEBI_50694	http://purl.obolibrary.org/obo/UPHENO_0076379
http://purl.obolibrary.org/obo/CHEBI_9321	http://purl.obolibrary.org/obo/UPHENO_0076380
http://purl.obolibrary.org/obo/CHEBI_9448	http://purl.obolibrary.org/obo/UPHENO_0076381
http://purl.obolibrary.org/obo/CHEBI_8232	http://purl.obolibrary.org/obo/UPHENO_0076382
http://purl.obolibrary.org/obo/CHEBI_55346	http://purl.obolibrary.org/obo/UPHENO_0076384
http://purl.obolibrary.org/obo/CHEBI_81923	http://purl.obolibrary.org/obo/UPHENO_0076385
http://purl.obolibrary.org/obo/CHEBI_149836	http://purl.obolibrary.org/obo/UPHENO_0076386
http://purl.obolibrary.org/obo/CHEBI_64355	http://purl.obolibrary.org/obo/UPHENO_0076387
http://purl.obolibrary.org/obo/CHEBI_27565	http://purl.obolibrary.org/obo/UPHENO_0076388
http://purl.obolibrary.org/obo/CHEBI_86482	http://purl.obolibrary.org/obo/UPHENO_0076389
http://purl.obolibrary.org/obo/CHEBI_3478	http://purl.obolibrary.org/obo/UPHENO_0076390
http://purl.obolibrary.org/obo/CHEBI_34653	http://purl.obolibrary.org/obo/UPHENO_0076391
http://purl.obolibrary.org/obo/CHEBI_5530	http://purl.obolibrary.org/obo/UPHENO_0076392
http://purl.obolibrary.org/obo/CHEBI_8489	http://purl.obolibrary.org/obo/UPHENO_0076393
http://purl.obolibrary.org/obo/CHEBI_9212	http://purl.obolibrary.org/obo/UPHENO_0076394
http://purl.obolibrary.org/obo/CHEBI_9215	http://purl.obolibrary.org/obo/UPHENO_0076395
http://purl.obolibrary.org/obo/CHEBI_28669	http://purl.obolibrary.org/obo/UPHENO_0076396
http://purl.obolibrary.org/obo/CHEBI_71415	http://purl.obolibrary.org/obo/UPHENO_0076397
http://purl.obolibrary.org/obo/CHEBI_28545	http://purl.obolibrary.org/obo/UPHENO_0076398
http://purl.obolibrary.org/obo/CHEBI_23414	http://purl.obolibrary.org/obo/UPHENO_0076399
http://purl.obolibrary.org/obo/CHEBI_51208	http://purl.obolibrary.org/obo/UPHENO_0076400
http://purl.obolibrary.org/obo/CHEBI_63598	http://purl.obolibrary.org/obo/UPHENO_0076401
http://purl.obolibrary.org/obo/CHEBI_5827	http://purl.obolibrary.org/obo/UPHENO_0076402
http://purl.obolibrary.org/obo/CHEBI_3405	http://purl.obolibrary.org/obo/UPHENO_0076403
http://purl.obolibrary.org/obo/CHEBI_133833	http://purl.obolibrary.org/obo/UPHENO_0076404
http://purl.obolibrary.org/obo/CHEBI_87209	http://purl.obolibrary.org/obo/UPHENO_0076405
http://purl.obolibrary.org/obo/CHEBI_2676	http://purl.obolibrary.org/obo/UPHENO_0076406
http://purl.obolibrary.org/obo/CHEBI_478164	http://purl.obolibrary.org/obo/UPHENO_0076407
http://purl.obolibrary.org/obo/CHEBI_600103	http://purl.obolibrary.org/obo/UPHENO_0076408
http://purl.obolibrary.org/obo/CHEBI_7566	http://purl.obolibrary.org/obo/UPHENO_0076409
http://purl.obolibrary.org/obo/CHEBI_6472	http://purl.obolibrary.org/obo/UPHENO_0076410
http://purl.obolibrary.org/obo/CHEBI_9986	http://purl.obolibrary.org/obo/UPHENO_0076411
http://purl.obolibrary.org/obo/CHEBI_61739	http://purl.obolibrary.org/obo/UPHENO_0076412
http://purl.obolibrary.org/obo/CHEBI_5280	http://purl.obolibrary.org/obo/UPHENO_0076413
http://purl.obolibrary.org/obo/CHEBI_52646	http://purl.obolibrary.org/obo/UPHENO_0076414
http://purl.obolibrary.org/obo/CHEBI_100147	http://purl.obolibrary.org/obo/UPHENO_0076415
http://purl.obolibrary.org/obo/CHEBI_404903	http://purl.obolibrary.org/obo/UPHENO_0076416
http://purl.obolibrary.org/obo/CHEBI_27902	http://purl.obolibrary.org/obo/UPHENO_0076417
http://purl.obolibrary.org/obo/CHEBI_161680	http://purl.obolibrary.org/obo/UPHENO_0076418
http://purl.obolibrary.org/obo/CHEBI_38119	http://purl.obolibrary.org/obo/UPHENO_0076419
http://purl.obolibrary.org/obo/CHEBI_6923	http://purl.obolibrary.org/obo/UPHENO_0076420
http://purl.obolibrary.org/obo/CHEBI_8309	http://purl.obolibrary.org/obo/UPHENO_0076421
http://purl.obolibrary.org/obo/CHEBI_37943	http://purl.obolibrary.org/obo/UPHENO_0076422
http://purl.obolibrary.org/obo/CHEBI_3534	http://purl.obolibrary.org/obo/UPHENO_0076423
http://purl.obolibrary.org/obo/CHEBI_138856	http://purl.obolibrary.org/obo/UPHENO_0076424
http://purl.obolibrary.org/obo/CHEBI_2682	http://purl.obolibrary.org/obo/UPHENO_0076425
http://purl.obolibrary.org/obo/CHEBI_31286	http://purl.obolibrary.org/obo/UPHENO_0076426
http://purl.obolibrary.org/obo/CHEBI_7451	http://purl.obolibrary.org/obo/UPHENO_0076427
http://purl.obolibrary.org/obo/CHEBI_44137	http://purl.obolibrary.org/obo/UPHENO_0076428
http://purl.obolibrary.org/obo/CHEBI_28201	http://purl.obolibrary.org/obo/UPHENO_0076429
http://purl.obolibrary.org/obo/CHEBI_4877	http://purl.obolibrary.org/obo/UPHENO_0076430
http://purl.obolibrary.org/obo/CHEBI_4998	http://purl.obolibrary.org/obo/UPHENO_0076431
http://purl.obolibrary.org/obo/CHEBI_77053	http://purl.obolibrary.org/obo/UPHENO_0076432
http://purl.obolibrary.org/obo/CHEBI_94759	http://purl.obolibrary.org/obo/UPHENO_0081748
http://purl.obolibrary.org/obo/CHEBI_4511	http://purl.obolibrary.org/obo/UPHENO_0076433
http://purl.obolibrary.org/obo/CHEBI_43968	http://purl.obolibrary.org/obo/UPHENO_0076434
http://purl.obolibrary.org/obo/CHEBI_22907	http://purl.obolibrary.org/obo/UPHENO_0076435
http://purl.obolibrary.org/obo/CHEBI_9763	http://purl.obolibrary.org/obo/UPHENO_0076436
http://purl.obolibrary.org/obo/CHEBI_50011	http://purl.obolibrary.org/obo/UPHENO_0076437
http://purl.obolibrary.org/obo/CHEBI_8434	http://purl.obolibrary.org/obo/UPHENO_0076438
http://purl.obolibrary.org/obo/CHEBI_8674	http://purl.obolibrary.org/obo/UPHENO_0076439
http://purl.obolibrary.org/obo/CHEBI_100246	http://purl.obolibrary.org/obo/UPHENO_0076440
http://purl.obolibrary.org/obo/CHEBI_6030	http://purl.obolibrary.org/obo/UPHENO_0076441
http://purl.obolibrary.org/obo/CHEBI_52549	http://purl.obolibrary.org/obo/UPHENO_0076442
http://purl.obolibrary.org/obo/CHEBI_135928	http://purl.obolibrary.org/obo/UPHENO_0076443
http://purl.obolibrary.org/obo/CHEBI_100241	http://purl.obolibrary.org/obo/UPHENO_0076444
http://purl.obolibrary.org/obo/CHEBI_32158	http://purl.obolibrary.org/obo/UPHENO_0076445
http://purl.obolibrary.org/obo/CHEBI_17658	http://purl.obolibrary.org/obo/UPHENO_0076446
http://purl.obolibrary.org/obo/CHEBI_6827	http://purl.obolibrary.org/obo/UPHENO_0076447
http://purl.obolibrary.org/obo/CHEBI_4885	http://purl.obolibrary.org/obo/UPHENO_0076448
http://purl.obolibrary.org/obo/CHEBI_471744	http://purl.obolibrary.org/obo/UPHENO_0076449
http://purl.obolibrary.org/obo/CHEBI_582124	http://purl.obolibrary.org/obo/UPHENO_0076450
http://purl.obolibrary.org/obo/CHEBI_4520	http://purl.obolibrary.org/obo/UPHENO_0076451
http://purl.obolibrary.org/obo/CHEBI_47519	http://purl.obolibrary.org/obo/UPHENO_0076452
http://purl.obolibrary.org/obo/CHEBI_45367	http://purl.obolibrary.org/obo/UPHENO_0076453
http://purl.obolibrary.org/obo/CHEBI_2637	http://purl.obolibrary.org/obo/UPHENO_0076454
http://purl.obolibrary.org/obo/CHEBI_7528	http://purl.obolibrary.org/obo/UPHENO_0076455
http://purl.obolibrary.org/obo/CHEBI_4811	http://purl.obolibrary.org/obo/UPHENO_0076456
http://purl.obolibrary.org/obo/CHEBI_48080	http://purl.obolibrary.org/obo/UPHENO_0076457
http://purl.obolibrary.org/obo/CHEBI_45924	http://purl.obolibrary.org/obo/UPHENO_0076458
http://purl.obolibrary.org/obo/CHEBI_9948	http://purl.obolibrary.org/obo/UPHENO_0076459
http://purl.obolibrary.org/obo/CHEBI_53661	http://purl.obolibrary.org/obo/UPHENO_0076460
http://purl.obolibrary.org/obo/CHEBI_5100	http://purl.obolibrary.org/obo/UPHENO_0076461
http://purl.obolibrary.org/obo/CHEBI_32161	http://purl.obolibrary.org/obo/UPHENO_0076462
http://purl.obolibrary.org/obo/CHEBI_8733	http://purl.obolibrary.org/obo/UPHENO_0076463
http://purl.obolibrary.org/obo/CHEBI_39230	http://purl.obolibrary.org/obo/UPHENO_0076464
http://purl.obolibrary.org/obo/CHEBI_9700	http://purl.obolibrary.org/obo/UPHENO_0076465
http://purl.obolibrary.org/obo/CHEBI_28909	http://purl.obolibrary.org/obo/UPHENO_0076466
http://purl.obolibrary.org/obo/CHEBI_27701	http://purl.obolibrary.org/obo/UPHENO_0076467
http://purl.obolibrary.org/obo/CHEBI_28915	http://purl.obolibrary.org/obo/UPHENO_0076468
http://purl.obolibrary.org/obo/CHEBI_81783	http://purl.obolibrary.org/obo/UPHENO_0076469
http://purl.obolibrary.org/obo/CHEBI_71629	http://purl.obolibrary.org/obo/UPHENO_0076470
http://purl.obolibrary.org/obo/CHEBI_102484	http://purl.obolibrary.org/obo/UPHENO_0076471
http://purl.obolibrary.org/obo/CHEBI_29687	http://purl.obolibrary.org/obo/UPHENO_0076472
http://purl.obolibrary.org/obo/CHEBI_29688	http://purl.obolibrary.org/obo/UPHENO_0076473
http://purl.obolibrary.org/obo/CHEBI_18208	http://purl.obolibrary.org/obo/UPHENO_0076474
http://purl.obolibrary.org/obo/CHEBI_3732	http://purl.obolibrary.org/obo/UPHENO_0076475
http://purl.obolibrary.org/obo/CHEBI_81781	http://purl.obolibrary.org/obo/UPHENO_0076476
http://purl.obolibrary.org/obo/CHEBI_2762	http://purl.obolibrary.org/obo/UPHENO_0081749
http://purl.obolibrary.org/obo/CHEBI_8984	http://purl.obolibrary.org/obo/UPHENO_0076477
http://purl.obolibrary.org/obo/CHEBI_18320	http://purl.obolibrary.org/obo/UPHENO_0076478
http://purl.obolibrary.org/obo/CHEBI_40909	http://purl.obolibrary.org/obo/UPHENO_0076479
http://purl.obolibrary.org/obo/CHEBI_81758	http://purl.obolibrary.org/obo/UPHENO_0076480
http://purl.obolibrary.org/obo/CHEBI_87185	http://purl.obolibrary.org/obo/UPHENO_0076481
http://purl.obolibrary.org/obo/CHEBI_164200	http://purl.obolibrary.org/obo/UPHENO_0076482
http://purl.obolibrary.org/obo/CHEBI_28001	http://purl.obolibrary.org/obo/UPHENO_0076483
http://purl.obolibrary.org/obo/CHEBI_3508	http://purl.obolibrary.org/obo/UPHENO_0076484
http://purl.obolibrary.org/obo/CHEBI_28368	http://purl.obolibrary.org/obo/UPHENO_0076485
http://purl.obolibrary.org/obo/CHEBI_3749	http://purl.obolibrary.org/obo/UPHENO_0076486
http://purl.obolibrary.org/obo/CHEBI_3505	http://purl.obolibrary.org/obo/UPHENO_0076487
http://purl.obolibrary.org/obo/CHEBI_3745	http://purl.obolibrary.org/obo/UPHENO_0076488
http://purl.obolibrary.org/obo/CHEBI_600520	http://purl.obolibrary.org/obo/UPHENO_0076489
http://purl.obolibrary.org/obo/CHEBI_32066	http://purl.obolibrary.org/obo/UPHENO_0076490
http://purl.obolibrary.org/obo/CHEBI_9168	http://purl.obolibrary.org/obo/UPHENO_0076491
http://purl.obolibrary.org/obo/CHEBI_4031	http://purl.obolibrary.org/obo/UPHENO_0076492
http://purl.obolibrary.org/obo/CHEBI_7660	http://purl.obolibrary.org/obo/UPHENO_0076493
http://purl.obolibrary.org/obo/CHEBI_50845	http://purl.obolibrary.org/obo/UPHENO_0076494
http://purl.obolibrary.org/obo/CHEBI_45373	http://purl.obolibrary.org/obo/UPHENO_0076495
http://purl.obolibrary.org/obo/CHEBI_81760	http://purl.obolibrary.org/obo/UPHENO_0076496
http://purl.obolibrary.org/obo/CHEBI_81763	http://purl.obolibrary.org/obo/UPHENO_0076497
http://purl.obolibrary.org/obo/CHEBI_3639	http://purl.obolibrary.org/obo/UPHENO_0076498
http://purl.obolibrary.org/obo/CHEBI_3515	http://purl.obolibrary.org/obo/UPHENO_0076499
http://purl.obolibrary.org/obo/CHEBI_10023	http://purl.obolibrary.org/obo/UPHENO_0076500
http://purl.obolibrary.org/obo/CHEBI_40009	http://purl.obolibrary.org/obo/UPHENO_0076501
http://purl.obolibrary.org/obo/CHEBI_17698	http://purl.obolibrary.org/obo/UPHENO_0076503
http://purl.obolibrary.org/obo/CHEBI_17334	http://purl.obolibrary.org/obo/UPHENO_0076504
http://purl.obolibrary.org/obo/CHEBI_25675	http://purl.obolibrary.org/obo/UPHENO_0076505
http://purl.obolibrary.org/obo/CHEBI_45285	http://purl.obolibrary.org/obo/UPHENO_0076506
http://purl.obolibrary.org/obo/CHEBI_81853	http://purl.obolibrary.org/obo/UPHENO_0081750
http://purl.obolibrary.org/obo/CHEBI_2955	http://purl.obolibrary.org/obo/UPHENO_0076507
http://purl.obolibrary.org/obo/CHEBI_9587	http://purl.obolibrary.org/obo/UPHENO_0076508
http://purl.obolibrary.org/obo/CHEBI_52492	http://purl.obolibrary.org/obo/UPHENO_0076509
http://purl.obolibrary.org/obo/CHEBI_6076	http://purl.obolibrary.org/obo/UPHENO_0076510
http://purl.obolibrary.org/obo/CHEBI_29007	http://purl.obolibrary.org/obo/UPHENO_0076511
http://purl.obolibrary.org/obo/CHEBI_8273	http://purl.obolibrary.org/obo/UPHENO_0076512
http://purl.obolibrary.org/obo/CHEBI_30911	http://purl.obolibrary.org/obo/UPHENO_0081751
http://purl.obolibrary.org/obo/CHEBI_9242	http://purl.obolibrary.org/obo/UPHENO_0076513
http://purl.obolibrary.org/obo/CHEBI_17833	http://purl.obolibrary.org/obo/UPHENO_0076514
http://purl.obolibrary.org/obo/CHEBI_3015	http://purl.obolibrary.org/obo/UPHENO_0076515
http://purl.obolibrary.org/obo/CHEBI_3499	http://purl.obolibrary.org/obo/UPHENO_0076516
http://purl.obolibrary.org/obo/CHEBI_7731	http://purl.obolibrary.org/obo/UPHENO_0076517
http://purl.obolibrary.org/obo/CHEBI_17154	http://purl.obolibrary.org/obo/UPHENO_0076518
http://purl.obolibrary.org/obo/CHEBI_3371	http://purl.obolibrary.org/obo/UPHENO_0076519
http://purl.obolibrary.org/obo/CHEBI_78696	http://purl.obolibrary.org/obo/UPHENO_0076520
http://purl.obolibrary.org/obo/CHEBI_28600	http://purl.obolibrary.org/obo/UPHENO_0076521
http://purl.obolibrary.org/obo/CHEBI_29013	http://purl.obolibrary.org/obo/UPHENO_0076522
http://purl.obolibrary.org/obo/CHEBI_34608	http://purl.obolibrary.org/obo/UPHENO_0076523
http://purl.obolibrary.org/obo/CHEBI_42355	http://purl.obolibrary.org/obo/UPHENO_0076524
http://purl.obolibrary.org/obo/CHEBI_7507	http://purl.obolibrary.org/obo/UPHENO_0076525
http://purl.obolibrary.org/obo/CHEBI_16976	http://purl.obolibrary.org/obo/UPHENO_0076526
http://purl.obolibrary.org/obo/CHEBI_63611	http://purl.obolibrary.org/obo/UPHENO_0076527
http://purl.obolibrary.org/obo/CHEBI_474180	http://purl.obolibrary.org/obo/UPHENO_0076528
http://purl.obolibrary.org/obo/CHEBI_35014	http://purl.obolibrary.org/obo/UPHENO_0076529
http://purl.obolibrary.org/obo/CHEBI_41948	http://purl.obolibrary.org/obo/UPHENO_0076530
http://purl.obolibrary.org/obo/CHEBI_27644	http://purl.obolibrary.org/obo/UPHENO_0076531
http://purl.obolibrary.org/obo/CHEBI_46024	http://purl.obolibrary.org/obo/UPHENO_0076532
http://purl.obolibrary.org/obo/CHEBI_27641	http://purl.obolibrary.org/obo/UPHENO_0076533
http://purl.obolibrary.org/obo/CHEBI_28971	http://purl.obolibrary.org/obo/UPHENO_0076534
http://purl.obolibrary.org/obo/CHEBI_27881	http://purl.obolibrary.org/obo/UPHENO_0076535
http://purl.obolibrary.org/obo/CHEBI_45615	http://purl.obolibrary.org/obo/UPHENO_0076536
http://purl.obolibrary.org/obo/CHEBI_474053	http://purl.obolibrary.org/obo/UPHENO_0076537
http://purl.obolibrary.org/obo/CHEBI_75283	http://purl.obolibrary.org/obo/UPHENO_0076538
http://purl.obolibrary.org/obo/CHEBI_45979	http://purl.obolibrary.org/obo/UPHENO_0076539
http://purl.obolibrary.org/obo/CHEBI_3393	http://purl.obolibrary.org/obo/UPHENO_0076540
http://purl.obolibrary.org/obo/CHEBI_3392	http://purl.obolibrary.org/obo/UPHENO_0076541
http://purl.obolibrary.org/obo/CHEBI_138264	http://purl.obolibrary.org/obo/UPHENO_0076383
