defined_class	defined_class_label	anatomical_entity	anatomical_entity_label	location	location_label
http://purl.obolibrary.org/obo/XPO_0115988	abnormally decreased length of hindlimb digit 1 in regenerating tissue	http://purl.obolibrary.org/obo/XAO_0004239	hindlimb digit 1	http://purl.obolibrary.org/obo/XAO_0004059	regenerating tissue
http://purl.obolibrary.org/obo/XPO_0115989	abnormally decreased length of hindlimb digit 2 in regenerating tissue	http://purl.obolibrary.org/obo/XAO_0004412	hindlimb digit 2	http://purl.obolibrary.org/obo/XAO_0004059	regenerating tissue
http://purl.obolibrary.org/obo/XPO_0115990	abnormally decreased length of hindlimb digit 3 in regenerating tissue	http://purl.obolibrary.org/obo/XAO_0004413	hindlimb digit 3	http://purl.obolibrary.org/obo/XAO_0004059	regenerating tissue
http://purl.obolibrary.org/obo/XPO_0115991	abnormally decreased length of hindlimb digit 4 in regenerating tissue	http://purl.obolibrary.org/obo/XAO_0004414	hindlimb digit 4	http://purl.obolibrary.org/obo/XAO_0004059	regenerating tissue
http://purl.obolibrary.org/obo/XPO_0115992	abnormally decreased length of hindlimb digit 5 in regenerating tissue	http://purl.obolibrary.org/obo/XAO_0004415	hindlimb digit 5	http://purl.obolibrary.org/obo/XAO_0004059	regenerating tissue
http://purl.obolibrary.org/obo/XPO_0103814	decreased length of axon in retinal ganglion cell	http://purl.obolibrary.org/obo/XAO_0005015	axon	http://purl.obolibrary.org/obo/XAO_0004100	retinal ganglion cell
http://purl.obolibrary.org/obo/XPO_0141583	decreased length of femur in regenerating hindlimb	http://purl.obolibrary.org/obo/XAO_0003214	femur	http://purl.obolibrary.org/obo/XAO_0004107	regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0103821	decreased length of forelimb digit 2 in regenerating forelimb	http://purl.obolibrary.org/obo/XAO_0004478	forelimb digit 2	http://purl.obolibrary.org/obo/XAO_0004106	regenerating forelimb
http://purl.obolibrary.org/obo/XPO_0103822	decreased length of forelimb digit 3 in regenerating forelimb	http://purl.obolibrary.org/obo/XAO_0004479	forelimb digit 3	http://purl.obolibrary.org/obo/XAO_0004106	regenerating forelimb
http://purl.obolibrary.org/obo/XPO_0103823	decreased length of forelimb digit 4 in regenerating forelimb	http://purl.obolibrary.org/obo/XAO_0004480	forelimb digit 4	http://purl.obolibrary.org/obo/XAO_0004106	regenerating forelimb
http://purl.obolibrary.org/obo/XPO_0103824	decreased length of forelimb digit 5 in regenerating forelimb	http://purl.obolibrary.org/obo/XAO_0004481	forelimb digit 5	http://purl.obolibrary.org/obo/XAO_0004106	regenerating forelimb
http://purl.obolibrary.org/obo/XPO_0103816	decreased length of hindlimb digit 1 in regenerating hindlimb	http://purl.obolibrary.org/obo/XAO_0004239	hindlimb digit 1	http://purl.obolibrary.org/obo/XAO_0004107	regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0103817	decreased length of hindlimb digit 2 in regenerating hindlimb	http://purl.obolibrary.org/obo/XAO_0004412	hindlimb digit 2	http://purl.obolibrary.org/obo/XAO_0004107	regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0103818	decreased length of hindlimb digit 3 in regenerating hindlimb	http://purl.obolibrary.org/obo/XAO_0004413	hindlimb digit 3	http://purl.obolibrary.org/obo/XAO_0004107	regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0103819	decreased length of hindlimb digit 4 in regenerating hindlimb	http://purl.obolibrary.org/obo/XAO_0004414	hindlimb digit 4	http://purl.obolibrary.org/obo/XAO_0004107	regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0103820	decreased length of hindlimb digit 5 in regenerating hindlimb	http://purl.obolibrary.org/obo/XAO_0004415	hindlimb digit 5	http://purl.obolibrary.org/obo/XAO_0004107	regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0141512	decreased length of hindlimb digit in regenerating tissue	http://purl.obolibrary.org/obo/XAO_0003035	hindlimb digit	http://purl.obolibrary.org/obo/XAO_0004059	regenerating tissue
http://purl.obolibrary.org/obo/XPO_0141584	decreased length of neuron in regenerating tail	http://purl.obolibrary.org/obo/XAO_0003023	neuron	http://purl.obolibrary.org/obo/XAO_0004108	regenerating tail
http://purl.obolibrary.org/obo/XPO_0141581	decreased length of tarsus in regenerating hindlimb	http://purl.obolibrary.org/obo/XAO_0003211	tarsus	http://purl.obolibrary.org/obo/XAO_0004107	regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0141582	decreased length of tibia-fibula in regenerating hindlimb	http://purl.obolibrary.org/obo/XAO_0003213	tibia-fibula	http://purl.obolibrary.org/obo/XAO_0004107	regenerating hindlimb
