defined_class	defined_class_label	anatomical_entity	anatomical_entity_label	orientation	orientation_label
http://purl.obolibrary.org/obo/XPO_0103602	abnormal anterior-posterior axis, curved dorsal	http://purl.obolibrary.org/obo/XAO_0005202	anterior-posterior axis	http://purl.obolibrary.org/obo/PATO_0001468	curved dorsal
http://purl.obolibrary.org/obo/XPO_0131424	abnormal anterior-posterior axis, curved lateral	http://purl.obolibrary.org/obo/XAO_0005202	anterior-posterior axis	http://purl.obolibrary.org/obo/PATO_0001649	curved lateral
http://purl.obolibrary.org/obo/XPO_0131425	abnormal anterior-posterior axis, curved ventral	http://purl.obolibrary.org/obo/XAO_0005202	anterior-posterior axis	http://purl.obolibrary.org/obo/PATO_0001469	curved ventral
http://purl.obolibrary.org/obo/XPO_0115507	abnormally laterally curved whole organism	http://purl.obolibrary.org/obo/XAO_0003004	whole organism	http://purl.obolibrary.org/obo/PATO_0001649	curved lateral
http://purl.obolibrary.org/obo/XPO_0115547	abnormally ventrally curved tail	http://purl.obolibrary.org/obo/XAO_0003026	tail	http://purl.obolibrary.org/obo/PATO_0001469	curved ventral
http://purl.obolibrary.org/obo/XPO_0103599	tail abnormally curved dorsally	http://purl.obolibrary.org/obo/XAO_0003026	tail	http://purl.obolibrary.org/obo/PATO_0001468	curved dorsal
http://purl.obolibrary.org/obo/XPO_0103600	trunk abnormally curved dorsally	http://purl.obolibrary.org/obo/XAO_0003025	trunk	http://purl.obolibrary.org/obo/PATO_0001468	curved dorsal
http://purl.obolibrary.org/obo/XPO_0103601	whole organism abnormally curved dorsally	http://purl.obolibrary.org/obo/XAO_0003004	whole organism	http://purl.obolibrary.org/obo/PATO_0001468	curved dorsal
