defined_class	defined_class_label	biological_process	biological_process_label	location	location_label
http://purl.obolibrary.org/obo/XPO_0103920	decreased cell migration in cranial neural crest	http://purl.obolibrary.org/obo/GO_0016477	cell migration	http://purl.obolibrary.org/obo/XAO_0001001	cranial neural crest
http://purl.obolibrary.org/obo/XPO_0103923	decreased mitotic nuclear division in proximal tubule	http://purl.obolibrary.org/obo/GO_0140014	mitotic nuclear division	http://purl.obolibrary.org/obo/XAO_0004518	proximal tubule
http://purl.obolibrary.org/obo/XPO_0103925	decreased neuron differentiation in optic tectum	http://purl.obolibrary.org/obo/GO_0030182	neuron differentiation	http://purl.obolibrary.org/obo/XAO_0003226	optic tectum
