defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
http://purl.obolibrary.org/obo/XPO_0115388	abnormally decreased length of alimentary system	http://purl.obolibrary.org/obo/XAO_0000125	alimentary system
http://purl.obolibrary.org/obo/XPO_0115376	abnormally decreased length of hindgut	http://purl.obolibrary.org/obo/XAO_0000104	hindgut
http://purl.obolibrary.org/obo/XPO_0115397	abnormally decreased length of intestine	http://purl.obolibrary.org/obo/XAO_0000129	intestine
http://purl.obolibrary.org/obo/XPO_0103560	decreased length of anterior neural fold	http://purl.obolibrary.org/obo/XAO_0000310	anterior neural fold
http://purl.obolibrary.org/obo/XPO_0103561	decreased length of anterior-posterior axis	http://purl.obolibrary.org/obo/XAO_0005202	anterior-posterior axis
http://purl.obolibrary.org/obo/XPO_0103562	decreased length of archenteron	http://purl.obolibrary.org/obo/XAO_0000092	archenteron
http://purl.obolibrary.org/obo/XPO_0103582	decreased length of dorsal-ventral axis	http://purl.obolibrary.org/obo/XAO_0005203	dorsal-ventral axis
http://purl.obolibrary.org/obo/XPO_0103564	decreased length of facial nerve	http://purl.obolibrary.org/obo/XAO_0003094	facial nerve
http://purl.obolibrary.org/obo/XPO_0103566	decreased length of femur	http://purl.obolibrary.org/obo/XAO_0003214	femur
http://purl.obolibrary.org/obo/XPO_0103567	decreased length of forelimb	http://purl.obolibrary.org/obo/XAO_0003030	forelimb
http://purl.obolibrary.org/obo/XPO_0103568	decreased length of forelimb stylopod	http://purl.obolibrary.org/obo/XAO_0004295	forelimb stylopod
http://purl.obolibrary.org/obo/XPO_0103569	decreased length of forelimb zeugopod	http://purl.obolibrary.org/obo/XAO_0004297	forelimb zeugopod
http://purl.obolibrary.org/obo/XPO_0103563	decreased length of glossopharyngeal nerve	http://purl.obolibrary.org/obo/XAO_0003096	glossopharyngeal nerve
http://purl.obolibrary.org/obo/XPO_0103570	decreased length of hindlimb	http://purl.obolibrary.org/obo/XAO_0003031	hindlimb
http://purl.obolibrary.org/obo/XPO_0103571	decreased length of hindlimb digit	http://purl.obolibrary.org/obo/XAO_0003035	hindlimb digit
http://purl.obolibrary.org/obo/XPO_0103573	decreased length of humerus	http://purl.obolibrary.org/obo/XAO_0003210	humerus
http://purl.obolibrary.org/obo/XPO_0103574	decreased length of notochord	http://purl.obolibrary.org/obo/XAO_0000055	notochord
http://purl.obolibrary.org/obo/XPO_0103575	decreased length of regenerating tail	http://purl.obolibrary.org/obo/XAO_0004108	regenerating tail
http://purl.obolibrary.org/obo/XPO_0103576	decreased length of spinal nerve	http://purl.obolibrary.org/obo/XAO_0003101	spinal nerve
http://purl.obolibrary.org/obo/XPO_0103577	decreased length of tail	http://purl.obolibrary.org/obo/XAO_0003026	tail
http://purl.obolibrary.org/obo/XPO_0103578	decreased length of tarsus	http://purl.obolibrary.org/obo/XAO_0003211	tarsus
http://purl.obolibrary.org/obo/XPO_0103572	decreased length of tibia-fibula	http://purl.obolibrary.org/obo/XAO_0003213	tibia-fibula
http://purl.obolibrary.org/obo/XPO_0103583	decreased length of trigeminal nerve	http://purl.obolibrary.org/obo/XAO_0003092	trigeminal nerve
http://purl.obolibrary.org/obo/XPO_0103579	decreased length of trunk	http://purl.obolibrary.org/obo/XAO_0003025	trunk
http://purl.obolibrary.org/obo/XPO_0103565	decreased length of vagus nerve	http://purl.obolibrary.org/obo/XAO_0003097	vagus nerve
http://purl.obolibrary.org/obo/XPO_0103580	decreased length of whole organism	http://purl.obolibrary.org/obo/XAO_0003004	whole organism
