defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/XPO_0131696	decreased alpha-tubulin acetylation	http://purl.obolibrary.org/obo/GO_0071929	alpha-tubulin acetylation
http://purl.obolibrary.org/obo/XPO_0141598	decreased metamorphosis	http://purl.obolibrary.org/obo/GO_0007552	metamorphosis
