defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/XPO_0141275	decreased feeding behavior	http://purl.obolibrary.org/obo/GO_0007631	feeding behavior
http://purl.obolibrary.org/obo/XPO_0141274	decreased locomotory behavior	http://purl.obolibrary.org/obo/GO_0007626	locomotory behavior
http://purl.obolibrary.org/obo/XPO_0141273	decreased swimming behavior	http://purl.obolibrary.org/obo/GO_0036269	swimming behavior
