defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
http://purl.obolibrary.org/obo/XPO_0115457	abnormally increased volume of blastocoel	http://purl.obolibrary.org/obo/XAO_0000294	blastocoel
http://purl.obolibrary.org/obo/XPO_0115308	abnormally increased volume of brain	http://purl.obolibrary.org/obo/XAO_0000010	brain
http://purl.obolibrary.org/obo/XPO_0115351	abnormally increased volume of heart	http://purl.obolibrary.org/obo/XAO_0000064	heart
