defined_class	defined_class_label	molecular_function	molecular_function_label
http://purl.obolibrary.org/obo/ZP_0104005	MAP kinase kinase activity increased rate, abnormal	http://purl.obolibrary.org/obo/GO_0004708	MAP kinase kinase activity
http://purl.obolibrary.org/obo/ZP_0009209	cysteine-type endopeptidase activity increased rate, abnormal	http://purl.obolibrary.org/obo/GO_0004197	cysteine-type endopeptidase activity
