defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
http://purl.obolibrary.org/obo/ZP_0000907	Meckel's cartilage protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0001205	Meckel's cartilage
http://purl.obolibrary.org/obo/ZP_0140863	basihyal cartilage protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0001510	basihyal cartilage
http://purl.obolibrary.org/obo/ZP_0017744	dentary protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0000191	dentary
http://purl.obolibrary.org/obo/ZP_0021988	epithelial cell protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0009034	epithelial cell
http://purl.obolibrary.org/obo/ZP_0018288	epithelium protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0001486	epithelium
http://purl.obolibrary.org/obo/ZP_0006772	eye protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0000107	eye
http://purl.obolibrary.org/obo/ZP_0002287	forebrain protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0000109	forebrain
http://purl.obolibrary.org/obo/ZP_0006985	head protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0001114	head
http://purl.obolibrary.org/obo/ZP_0144819	heart protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0000114	heart
http://purl.obolibrary.org/obo/ZP_0001024	lens protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0000035	lens
http://purl.obolibrary.org/obo/ZP_0001967	mandibular arch skeleton protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0001227	mandibular arch skeleton
http://purl.obolibrary.org/obo/ZP_0002419	mouth protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0000547	mouth
http://purl.obolibrary.org/obo/ZP_0010472	notochord protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0000135	notochord
http://purl.obolibrary.org/obo/ZP_0106801	opercular flap protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0000555	opercular flap
http://purl.obolibrary.org/obo/ZP_0146052	otic epithelium protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0007068	otic epithelium
http://purl.obolibrary.org/obo/ZP_0001623	otolith protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0001617	otolith
http://purl.obolibrary.org/obo/ZP_0003544	palatoquadrate arch protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0001272	palatoquadrate arch
http://purl.obolibrary.org/obo/ZP_0138331	pharyngeal arch protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0001306	pharyngeal arch
http://purl.obolibrary.org/obo/ZP_0009904	photoreceptor outer segment layer protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0001466	photoreceptor outer segment layer
http://purl.obolibrary.org/obo/ZP_0009893	retina protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0000152	retina
http://purl.obolibrary.org/obo/ZP_0013946	retinal ganglion cell protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0009310	retinal ganglion cell
http://purl.obolibrary.org/obo/ZP_0001952	retinal pigmented epithelium protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0000144	retinal pigmented epithelium
http://purl.obolibrary.org/obo/ZP_0003353	tail bud protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0000077	tail bud
http://purl.obolibrary.org/obo/ZP_0010678	telencephalon protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0000079	telencephalon
http://purl.obolibrary.org/obo/ZP_0003545	ventral mandibular arch protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0001273	ventral mandibular arch
http://purl.obolibrary.org/obo/ZP_0020431	vertebra protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0001189	vertebra
http://purl.obolibrary.org/obo/ZP_0006532	yolk protruding, abnormal	http://purl.obolibrary.org/obo/ZFA_0000084	yolk
