defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/ZP_0006039	erythrocyte differentiation delayed, abnormal	http://purl.obolibrary.org/obo/GO_0030218	erythrocyte differentiation
http://purl.obolibrary.org/obo/ZP_0009405	erythrocyte maturation delayed, abnormal	http://purl.obolibrary.org/obo/GO_0043249	erythrocyte maturation
http://purl.obolibrary.org/obo/ZP_0003870	exit from mitosis delayed, abnormal	http://purl.obolibrary.org/obo/GO_0010458	exit from mitosis
http://purl.obolibrary.org/obo/ZP_0005083	exocrine pancreas development delayed, abnormal	http://purl.obolibrary.org/obo/GO_0031017	exocrine pancreas development
http://purl.obolibrary.org/obo/ZP_0006694	eye development delayed, abnormal	http://purl.obolibrary.org/obo/GO_0001654	eye development
http://purl.obolibrary.org/obo/ZP_0011653	eye photoreceptor cell differentiation delayed, abnormal	http://purl.obolibrary.org/obo/GO_0001754	eye photoreceptor cell differentiation
http://purl.obolibrary.org/obo/ZP_0006555	eye pigmentation delayed, abnormal	http://purl.obolibrary.org/obo/GO_0048069	eye pigmentation
http://purl.obolibrary.org/obo/ZP_0012635	female gonad development delayed, abnormal	http://purl.obolibrary.org/obo/GO_0008585	female gonad development
http://purl.obolibrary.org/obo/ZP_0015116	fin regeneration delayed, abnormal	http://purl.obolibrary.org/obo/GO_0031101	fin regeneration
http://purl.obolibrary.org/obo/ZP_0003204	forebrain cell migration delayed, abnormal	http://purl.obolibrary.org/obo/GO_0021885	forebrain cell migration
http://purl.obolibrary.org/obo/ZP_0007117	formation of anatomical boundary delayed, abnormal	http://purl.obolibrary.org/obo/GO_0048859	formation of anatomical boundary
http://purl.obolibrary.org/obo/ZP_0001586	gastrulation delayed, abnormal	http://purl.obolibrary.org/obo/GO_0007369	gastrulation
http://purl.obolibrary.org/obo/ZP_0014186	gastrulation with mouth forming second delayed, abnormal	http://purl.obolibrary.org/obo/GO_0001702	gastrulation with mouth forming second
http://purl.obolibrary.org/obo/ZP_0015146	generation of neurons delayed, abnormal	http://purl.obolibrary.org/obo/GO_0048699	generation of neurons
http://purl.obolibrary.org/obo/ZP_0138153	glucose metabolic process delayed, abnormal	http://purl.obolibrary.org/obo/GO_0006006	glucose metabolic process
http://purl.obolibrary.org/obo/ZP_0017106	gonad development delayed, abnormal	http://purl.obolibrary.org/obo/GO_0008406	gonad development
http://purl.obolibrary.org/obo/ZP_0005420	growth delayed, abnormal	http://purl.obolibrary.org/obo/GO_0040007	growth
http://purl.obolibrary.org/obo/ZP_0101053	habenula development delayed, abnormal	http://purl.obolibrary.org/obo/GO_0021986	habenula development
http://purl.obolibrary.org/obo/ZP_0003211	hatching delayed, abnormal	http://purl.obolibrary.org/obo/GO_0035188	hatching
http://purl.obolibrary.org/obo/ZP_0005310	head development delayed, abnormal	http://purl.obolibrary.org/obo/GO_0060322	head development
http://purl.obolibrary.org/obo/ZP_0005681	heart contraction delayed, abnormal	http://purl.obolibrary.org/obo/GO_0060047	heart contraction
http://purl.obolibrary.org/obo/ZP_0000334	heart development delayed, abnormal	http://purl.obolibrary.org/obo/GO_0007507	heart development
http://purl.obolibrary.org/obo/ZP_0011658	heart formation delayed, abnormal	http://purl.obolibrary.org/obo/GO_0060914	heart formation
http://purl.obolibrary.org/obo/ZP_0000462	heart looping delayed, abnormal	http://purl.obolibrary.org/obo/GO_0001947	heart looping
http://purl.obolibrary.org/obo/ZP_0002482	heart morphogenesis delayed, abnormal	http://purl.obolibrary.org/obo/GO_0003007	heart morphogenesis
http://purl.obolibrary.org/obo/ZP_0106724	heart valve formation delayed, abnormal	http://purl.obolibrary.org/obo/GO_0003188	heart valve formation
http://purl.obolibrary.org/obo/ZP_0101485	hematopoietic stem cell migration delayed, abnormal	http://purl.obolibrary.org/obo/GO_0035701	hematopoietic stem cell migration
http://purl.obolibrary.org/obo/ZP_0011657	hemopoiesis delayed, abnormal	http://purl.obolibrary.org/obo/GO_0030097	hemopoiesis
http://purl.obolibrary.org/obo/ZP_0008538	hemostasis delayed, abnormal	http://purl.obolibrary.org/obo/GO_0007599	hemostasis
http://purl.obolibrary.org/obo/ZP_0008533	hindbrain development delayed, abnormal	http://purl.obolibrary.org/obo/GO_0030902	hindbrain development
http://purl.obolibrary.org/obo/ZP_0004015	hindbrain morphogenesis delayed, abnormal	http://purl.obolibrary.org/obo/GO_0021575	hindbrain morphogenesis
http://purl.obolibrary.org/obo/ZP_0009742	inner ear auditory receptor cell differentiation delayed, abnormal	http://purl.obolibrary.org/obo/GO_0042491	inner ear auditory receptor cell differentiation
http://purl.obolibrary.org/obo/ZP_0016212	inner ear morphogenesis delayed, abnormal	http://purl.obolibrary.org/obo/GO_0042472	inner ear morphogenesis
http://purl.obolibrary.org/obo/ZP_0020036	interstitial cell of Cajal differentiation delayed, abnormal	http://purl.obolibrary.org/obo/GO_0061453	interstitial cell of Cajal differentiation
http://purl.obolibrary.org/obo/ZP_0001284	invagination involved in gastrulation with mouth forming second delayed, abnormal	http://purl.obolibrary.org/obo/GO_0055109	invagination involved in gastrulation with mouth forming second
http://purl.obolibrary.org/obo/ZP_0017163	involution involved in gastrulation with mouth forming second delayed, abnormal	http://purl.obolibrary.org/obo/GO_0055110	involution involved in gastrulation with mouth forming second
http://purl.obolibrary.org/obo/ZP_0008496	lateral line development delayed, abnormal	http://purl.obolibrary.org/obo/GO_0048882	lateral line development
http://purl.obolibrary.org/obo/ZP_0001396	lens development in camera-type eye delayed, abnormal	http://purl.obolibrary.org/obo/GO_0002088	lens development in camera-type eye
