defined_class	defined_class_label	anatomical_entity	anatomical_entity_label	location	location_label
http://purl.obolibrary.org/obo/ZP_0001684	Rohon-Beard neuron neural tube apoptotic, abnormal	http://purl.obolibrary.org/obo/ZFA_0009150	Rohon-Beard neuron	http://purl.obolibrary.org/obo/ZFA_0001135	neural tube
http://purl.obolibrary.org/obo/ZP_0001674	Rohon-Beard neuron spinal cord apoptotic, abnormal	http://purl.obolibrary.org/obo/ZFA_0009150	Rohon-Beard neuron	http://purl.obolibrary.org/obo/ZFA_0000075	spinal cord
http://purl.obolibrary.org/obo/ZP_0013908	anterior region endoderm apoptotic, abnormal	http://purl.obolibrary.org/obo/BSPO_0000071	anterior region	http://purl.obolibrary.org/obo/ZFA_0000017	endoderm
http://purl.obolibrary.org/obo/ZP_0016198	anterior region neuroectoderm apoptotic, abnormal	http://purl.obolibrary.org/obo/BSPO_0000071	anterior region	http://purl.obolibrary.org/obo/ZFA_0001120	neuroectoderm
http://purl.obolibrary.org/obo/ZP_0010950	anterior region notochord apoptotic, abnormal	http://purl.obolibrary.org/obo/BSPO_0000071	anterior region	http://purl.obolibrary.org/obo/ZFA_0000135	notochord
http://purl.obolibrary.org/obo/ZP_0016179	anterior region prechordal plate apoptotic, abnormal	http://purl.obolibrary.org/obo/BSPO_0000071	anterior region	http://purl.obolibrary.org/obo/ZFA_0000060	prechordal plate
http://purl.obolibrary.org/obo/ZP_0106991	anterior region trunk apoptotic, abnormal	http://purl.obolibrary.org/obo/BSPO_0000071	anterior region	http://purl.obolibrary.org/obo/ZFA_0001115	trunk
http://purl.obolibrary.org/obo/ZP_0001348	anterior-most region hindbrain apoptotic, abnormal	http://purl.obolibrary.org/obo/BSPO_0000036	anterior-most region	http://purl.obolibrary.org/obo/ZFA_0000029	hindbrain
http://purl.obolibrary.org/obo/ZP_0000371	anterior-posterior axis whole organism apoptotic, abnormal	http://purl.obolibrary.org/obo/BSPO_0000013	anterior-posterior axis	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0006643	antero-ventral region hindbrain apoptotic, abnormal	http://purl.obolibrary.org/obo/BSPO_0000027	antero-ventral region	http://purl.obolibrary.org/obo/ZFA_0000029	hindbrain
http://purl.obolibrary.org/obo/ZP_0005276	blood vessel endothelial cell dorsal aorta apoptotic, abnormal	http://purl.obolibrary.org/obo/ZFA_0009036	blood vessel endothelial cell	http://purl.obolibrary.org/obo/ZFA_0000014	dorsal aorta
http://purl.obolibrary.org/obo/ZP_0102357	blood vessel endothelial cell intersegmental vessel apoptotic, abnormal	http://purl.obolibrary.org/obo/ZFA_0009036	blood vessel endothelial cell	http://purl.obolibrary.org/obo/ZFA_0001285	intersegmental vessel
