defined_class	defined_class_label	location	location_label	role	role_label
http://purl.obolibrary.org/obo/ZP_0145538	neurotransmitter brain amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0000008	brain	http://purl.obolibrary.org/obo/CHEBI_25512	neurotransmitter
