defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
http://purl.obolibrary.org/obo/ZP_0101640	bone element calcified, abnormal	http://purl.obolibrary.org/obo/ZFA_0001514	bone element
http://purl.obolibrary.org/obo/ZP_0011992	bulbus arteriosus calcified, abnormal	http://purl.obolibrary.org/obo/ZFA_0000173	bulbus arteriosus
http://purl.obolibrary.org/obo/ZP_0011993	cleithrum calcified, abnormal	http://purl.obolibrary.org/obo/ZFA_0000184	cleithrum
http://purl.obolibrary.org/obo/ZP_0143696	common bile duct calcified, abnormal	http://purl.obolibrary.org/obo/ZFA_0005165	common bile duct
http://purl.obolibrary.org/obo/ZP_0011997	cranium calcified, abnormal	http://purl.obolibrary.org/obo/ZFA_0000737	cranium
http://purl.obolibrary.org/obo/ZP_0012009	ethmoid cartilage calcified, abnormal	http://purl.obolibrary.org/obo/ZFA_0001405	ethmoid cartilage
http://purl.obolibrary.org/obo/ZP_0011988	eye calcified, abnormal	http://purl.obolibrary.org/obo/ZFA_0000107	eye
http://purl.obolibrary.org/obo/ZP_0011989	heart calcified, abnormal	http://purl.obolibrary.org/obo/ZFA_0000114	heart
http://purl.obolibrary.org/obo/ZP_0002829	kidney calcified, abnormal	http://purl.obolibrary.org/obo/ZFA_0000529	kidney
http://purl.obolibrary.org/obo/ZP_0012001	neural tube calcified, abnormal	http://purl.obolibrary.org/obo/ZFA_0001135	neural tube
http://purl.obolibrary.org/obo/ZP_0011990	notochord calcified, abnormal	http://purl.obolibrary.org/obo/ZFA_0000135	notochord
http://purl.obolibrary.org/obo/ZP_0011994	pectoral fin cartilage calcified, abnormal	http://purl.obolibrary.org/obo/ZFA_0000257	pectoral fin cartilage
http://purl.obolibrary.org/obo/ZP_0002852	renal tubule calcified, abnormal	http://purl.obolibrary.org/obo/ZFA_0001287	renal tubule
http://purl.obolibrary.org/obo/ZP_0012005	ventricular system calcified, abnormal	http://purl.obolibrary.org/obo/ZFA_0001261	ventricular system
http://purl.obolibrary.org/obo/ZP_0146279	vertebra calcified, abnormal	http://purl.obolibrary.org/obo/ZFA_0001189	vertebra
http://purl.obolibrary.org/obo/ZP_0143694	whole organism calcified, abnormal	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
