defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
http://purl.obolibrary.org/obo/ZP_0017419	head decreased position, abnormal	http://purl.obolibrary.org/obo/ZFA_0001114	head
http://purl.obolibrary.org/obo/ZP_0019055	mouth decreased position, abnormal	http://purl.obolibrary.org/obo/ZFA_0000547	mouth
