defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
http://purl.obolibrary.org/obo/MP_0013444	Harderian gland hypoplasia	http://purl.obolibrary.org/obo/UBERON_0004187	Harderian gland
http://purl.obolibrary.org/obo/MP_0030374	Meckel's cartilage hypoplasia	http://purl.obolibrary.org/obo/UBERON_0003107	Meckel's cartilage
http://purl.obolibrary.org/obo/MP_0013389	Meibomian gland hypoplasia	http://purl.obolibrary.org/obo/UBERON_0001818	tarsal gland
http://purl.obolibrary.org/obo/MP_0013350	Rathke's pouch hypoplasia	http://purl.obolibrary.org/obo/UBERON_0005356	Rathke's pouch
http://purl.obolibrary.org/obo/MP_0030834	acromion hypoplasia	http://purl.obolibrary.org/obo/UBERON_0002497	acromion
http://purl.obolibrary.org/obo/MP_0008365	adenohypophysis hypoplasia	http://purl.obolibrary.org/obo/UBERON_0002196	adenohypophysis
http://purl.obolibrary.org/obo/MP_0000640	adrenal gland hypoplasia	http://purl.obolibrary.org/obo/UBERON_0002369	adrenal gland
http://purl.obolibrary.org/obo/MP_0004460	alisphenoid bone hypoplasia	http://purl.obolibrary.org/obo/UBERON_0006721	alisphenoid bone
http://purl.obolibrary.org/obo/MP_0010541	aorta hypoplasia	http://purl.obolibrary.org/obo/UBERON_0000947	aorta
http://purl.obolibrary.org/obo/MP_0010485	aortic arch hypoplasia	http://purl.obolibrary.org/obo/UBERON_0001508	arch of aorta
http://purl.obolibrary.org/obo/MP_0030890	arytenoid cartilage hypoplasia	http://purl.obolibrary.org/obo/UBERON_0001740	arytenoid cartilage
http://purl.obolibrary.org/obo/MP_0010469	ascending aorta hypoplasia	http://purl.obolibrary.org/obo/UBERON_0001496	ascending aorta
http://purl.obolibrary.org/obo/MP_0030992	atrioventricular cushion hypoplasia	http://purl.obolibrary.org/obo/UBERON_0002062	endocardial cushion
http://purl.obolibrary.org/obo/MP_0010533	atrioventricular node hypoplasia	http://purl.obolibrary.org/obo/UBERON_0002352	atrioventricular node
