defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
http://purl.obolibrary.org/obo/PLANP_0000807	loss of pigmenation in the head	http://purl.obolibrary.org/obo/PLANA_0000418	head
http://purl.obolibrary.org/obo/PLANP_0000807	loss of pigmenation in the head	http://purl.obolibrary.org/obo/PLANA_0000418	head region
http://purl.obolibrary.org/obo/PLANP_0000539	loss of pigmentation in the epidermis	http://purl.obolibrary.org/obo/PLANA_0000034	epidermis
http://purl.obolibrary.org/obo/PLANP_0000520	loss of pigmentation in the eye	http://purl.obolibrary.org/obo/PLANA_0000036	eye
