defined_class	defined_class_label	entity	entity_label
http://purl.obolibrary.org/obo/PLANP_0000501	abnormal size of head	http://purl.obolibrary.org/obo/PLANA_0000418	head
http://purl.obolibrary.org/obo/PLANP_0000501	abnormal size of head	http://purl.obolibrary.org/obo/PLANA_0000418	head region
http://purl.obolibrary.org/obo/PLANP_0000502	abnormal size of tail	http://purl.obolibrary.org/obo/PLANA_0000421	tail
http://purl.obolibrary.org/obo/PLANP_0000502	abnormal size of tail	http://purl.obolibrary.org/obo/PLANA_0000421	tail region
