defined_class	defined_class_label	biological_process	biological_process_label	location	location_label
http://purl.obolibrary.org/obo/PHIPO_0000972	abolished protein localization to autophagosome	http://purl.obolibrary.org/obo/GO_0008104	protein localization	http://purl.obolibrary.org/obo/GO_0005776	autophagosome
http://purl.obolibrary.org/obo/PHIPO_0001028	abolished protein localization to plasma membrane	http://purl.obolibrary.org/obo/GO_0008104	protein localization	http://purl.obolibrary.org/obo/GO_0005886	plasma membrane
http://purl.obolibrary.org/obo/PHIPO_0001076	growth auxotrophic for lysine	http://purl.obolibrary.org/obo/GO_0009085	lysine biosynthetic process	http://purl.obolibrary.org/obo/CL_0000000	cell
