defined_class	defined_class_label	chemical_entity	chemical_entity_label
http://purl.obolibrary.org/obo/PHIPO_0001062	increased RNA level	http://purl.obolibrary.org/obo/CHEBI_33697	ribonucleic acid
http://purl.obolibrary.org/obo/PHIPO_0001024	increased cellular cAMP level	http://purl.obolibrary.org/obo/CHEBI_17489	3',5'-cyclic AMP
http://purl.obolibrary.org/obo/PHIPO_0001059	increased level of pyocyanin	http://purl.obolibrary.org/obo/CHEBI_8653	pyocyanine
http://purl.obolibrary.org/obo/PHIPO_0001036	increased level of substance in cell	http://purl.obolibrary.org/obo/CHEBI_24431	chemical entity
http://purl.obolibrary.org/obo/PHIPO_0001026	increased protein level	http://purl.obolibrary.org/obo/CHEBI_36080	protein
