defined_class	defined_class_label	chemical_entity	chemical_entity_label	location	location_label
http://purl.obolibrary.org/obo/PHIPO_0000946	decreased cellular reactive oxygen species level	http://purl.obolibrary.org/obo/CHEBI_26523	reactive oxygen species	http://purl.obolibrary.org/obo/CL_0000000	cell
