defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/PHIPO_0000288	decreased cellular pigment accumulation	http://purl.obolibrary.org/obo/GO_0043482	cellular pigment accumulation
http://purl.obolibrary.org/obo/PHIPO_0000976	decreased lipid droplet degradation	http://purl.obolibrary.org/obo/GO_0016042	lipid catabolic process
http://purl.obolibrary.org/obo/PHIPO_0001120	decreased protein phosphorylation	http://purl.obolibrary.org/obo/GO_0006468	protein phosphorylation
http://purl.obolibrary.org/obo/PHIPO_0001149	decreased reactive oxygen species production	http://purl.obolibrary.org/obo/GO_1903409	reactive oxygen species biosynthetic process
http://purl.obolibrary.org/obo/PHIPO_0000974	decreased unicellular population growth	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation
