defined_class	defined_class_label	chemical_entity	chemical_entity_label	location	location_label
http://purl.obolibrary.org/obo/PHIPO_0001105	gliotoxin absent from cell	http://purl.obolibrary.org/obo/CHEBI_5385	gliotoxin	http://purl.obolibrary.org/obo/CL_0000000	cell
