defined_class	defined_class_label	chemical_entity	chemical_entity_label
http://purl.obolibrary.org/obo/PHIPO_0001063	RNA absent from cell	http://purl.obolibrary.org/obo/CHEBI_33697	ribonucleic acid
http://purl.obolibrary.org/obo/PHIPO_0001033	pyocyanin absent from cell	http://purl.obolibrary.org/obo/CHEBI_8653	pyocyanine
http://purl.obolibrary.org/obo/PHIPO_0001034	substance absent from cell	http://purl.obolibrary.org/obo/CHEBI_24431	chemical entity
