defined_class	defined_class_label	molecular_function	molecular_function_label
http://purl.obolibrary.org/obo/PHIPO_0000147	abolished DNA binding	http://purl.obolibrary.org/obo/GO_0003677	DNA binding
http://purl.obolibrary.org/obo/PHIPO_0000154	abolished RNA binding	http://purl.obolibrary.org/obo/GO_0003723	RNA binding
http://purl.obolibrary.org/obo/PHIPO_0000421	abolished carbohydrate binding	http://purl.obolibrary.org/obo/GO_0030246	carbohydrate binding
http://purl.obolibrary.org/obo/PHIPO_0000435	abolished catalytic activity	http://purl.obolibrary.org/obo/GO_0003824	catalytic activity
http://purl.obolibrary.org/obo/PHIPO_0001091	abolished chitinase activity	http://purl.obolibrary.org/obo/GO_0004568	chitinase activity
http://purl.obolibrary.org/obo/PHIPO_0000431	abolished pathogen chitin fragment binding	http://purl.obolibrary.org/obo/GO_0008061	chitin binding
