defined_class	defined_class_label	entity	entity_label
http://purl.obolibrary.org/obo/WBPhenotype_0001576	mitochondria spacing variant	http://purl.obolibrary.org/obo/GO_0005739	mitochondrion
http://purl.obolibrary.org/obo/WBPhenotype_0001310	neuron positioning variant	http://purl.obolibrary.org/obo/WBbt_0003679	neuron
