defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
http://purl.obolibrary.org/obo/FBcv_0000358	decreased body size	http://purl.obolibrary.org/obo/FBbt_00000001	organism
http://purl.obolibrary.org/obo/FBcv_0000360	decreased cell size	http://purl.obolibrary.org/obo/CL_0000000	cell
http://purl.obolibrary.org/obo/FBcv_0007508	decreased size	http://purl.obolibrary.org/obo/FBbt_00007001	anatomical structure
